Year,Warm,Cold
2020,0.0,4.0
2021,3.0,1.0
2022,1.0,4.0
2023,0.0,1.0
2024,2.0,2.0
2025,2.0,6.0
2026,0.0,5.0
2027,3.0,8.0
2028,0.0,5.0
2029,1.0,7.0
2030,4.0,3.0
2031,1.0,2.0
2032,3.0,5.0
2033,3.0,4.0
2034,4.0,4.0
2035,0.0,7.0
2036,3.0,1.0
2037,3.0,4.0
2038,2.0,2.0
2039,2.0,9.0
2040,2.0,5.0
2041,0.0,1.0
2042,1.0,6.0
2043,1.0,5.0
2044,1.0,1.0
2045,1.0,4.0
2046,3.0,2.0
2047,2.0,3.0
2048,2.0,4.0
2049,1.0,3.0
2050,0.0,4.0
2051,1.0,4.0
2052,1.0,6.0
2053,2.0,4.0
2054,0.0,5.0
2055,2.0,3.0
2056,0.0,3.0
2057,1.0,7.0
2058,0.0,4.0
2059,2.0,2.0
2060,2.0,6.0
2061,1.0,2.0
2062,0.0,0.0
2063,3.0,4.0
2064,1.0,3.0
2065,2.0,5.0
2066,2.0,6.0
2067,0.0,5.0
2068,3.0,4.0
2069,1.0,8.0
2070,5.0,5.0
2071,0.0,2.0
2072,0.0,4.0
2073,0.0,7.0
2074,1.0,5.0
2075,1.0,4.0
2076,1.0,5.0
2077,1.0,8.0
2078,2.0,4.0
2079,0.0,2.0
2080,3.0,5.0
2081,0.0,6.0
2082,0.0,4.0
2083,2.0,9.0
2084,4.0,3.0
2085,2.0,5.0
2086,0.0,6.0
2087,3.0,4.0
2088,1.0,2.0
2089,2.0,5.0
2090,1.0,1.0
2091,0.0,1.0
2092,1.0,2.0
2093,3.0,8.0
2094,3.0,8.0
2095,3.0,5.0
2096,0.0,2.0
2097,1.0,8.0
2098,1.0,3.0
2099,2.0,5.0
2100,2.0,6.0
