Year,Warm,Cold
2020,1.0,3.0
2021,1.0,3.0
2022,3.0,1.0
2023,4.0,5.0
2024,2.0,6.0
2025,0.0,4.0
2026,3.0,4.0
2027,1.0,5.0
2028,2.0,4.0
2029,0.0,3.0
2030,0.0,6.0
2031,1.0,7.0
2032,2.0,3.0
2033,2.0,7.0
2034,2.0,2.0
2035,0.0,3.0
2036,6.0,5.0
2037,1.0,4.0
2038,1.0,1.0
2039,0.0,1.0
2040,2.0,5.0
2041,1.0,3.0
2042,0.0,6.0
2043,5.0,6.0
2044,1.0,2.0
2045,6.0,5.0
2046,0.0,6.0
2047,0.0,4.0
2048,2.0,5.0
2049,1.0,4.0
2050,2.0,6.0
2051,2.0,4.0
2052,1.0,4.0
2053,2.0,3.0
2054,3.0,3.0
2055,0.0,7.0
2056,2.0,2.0
2057,1.0,6.0
2058,4.0,5.0
2059,0.0,3.0
2060,1.0,4.0
2061,1.0,0.0
2062,1.0,4.0
2063,1.0,4.0
2064,3.0,3.0
2065,4.0,4.0
2066,1.0,7.0
2067,0.0,4.0
2068,2.0,1.0
2069,2.0,3.0
2070,3.0,2.0
2071,0.0,6.0
2072,1.0,4.0
2073,1.0,3.0
2074,0.0,1.0
2075,4.0,4.0
2076,1.0,2.0
2077,1.0,5.0
2078,1.0,7.0
2079,3.0,6.0
2080,1.0,3.0
2081,3.0,2.0
2082,2.0,6.0
2083,1.0,4.0
2084,0.0,8.0
2085,0.0,5.0
2086,5.0,1.0
2087,2.0,6.0
2088,1.0,4.0
2089,3.0,2.0
2090,3.0,2.0
2091,2.0,1.0
2092,4.0,4.0
2093,0.0,1.0
2094,3.0,2.0
2095,1.0,3.0
2096,3.0,6.0
2097,1.0,4.0
2098,2.0,4.0
2099,0.0,2.0
2100,1.0,1.0
