Year,Warm,Cold
2020,2.0,2.0
2021,2.0,3.0
2022,1.0,3.0
2023,2.0,3.0
2024,2.0,4.0
2025,2.0,1.0
2026,0.0,8.0
2027,0.0,2.0
2028,0.0,3.0
2029,0.0,2.0
2030,3.0,7.0
2031,2.0,5.0
2032,2.0,2.0
2033,2.0,1.0
2034,2.0,1.0
2035,3.0,5.0
2036,1.0,8.0
2037,4.0,7.0
2038,1.0,2.0
2039,2.0,2.0
2040,0.0,8.0
2041,2.0,7.0
2042,2.0,2.0
2043,1.0,4.0
2044,1.0,3.0
2045,3.0,3.0
2046,1.0,2.0
2047,0.0,3.0
2048,2.0,7.0
2049,4.0,8.0
2050,0.0,5.0
2051,2.0,4.0
2052,3.0,3.0
2053,4.0,6.0
2054,5.0,7.0
2055,0.0,9.0
2056,3.0,4.0
2057,0.0,3.0
2058,1.0,3.0
2059,4.0,2.0
2060,2.0,8.0
2061,0.0,4.0
2062,1.0,5.0
2063,0.0,6.0
2064,1.0,1.0
2065,0.0,3.0
2066,3.0,3.0
2067,1.0,8.0
2068,1.0,3.0
2069,3.0,4.0
2070,0.0,6.0
2071,3.0,3.0
2072,3.0,5.0
2073,0.0,4.0
2074,2.0,4.0
2075,0.0,5.0
2076,0.0,4.0
2077,2.0,3.0
2078,1.0,2.0
2079,2.0,6.0
2080,1.0,0.0
2081,0.0,6.0
2082,1.0,4.0
2083,0.0,2.0
2084,0.0,4.0
2085,4.0,4.0
2086,1.0,3.0
2087,2.0,2.0
2088,3.0,7.0
2089,2.0,1.0
2090,2.0,8.0
2091,1.0,1.0
2092,0.0,6.0
2093,0.0,3.0
2094,1.0,3.0
2095,2.0,3.0
2096,2.0,4.0
2097,2.0,6.0
2098,5.0,6.0
2099,1.0,2.0
2100,0.0,8.0
