Year,Warm,Cold
2020,0.0,3.0
2021,0.0,2.0
2022,0.0,4.0
2023,1.0,7.0
2024,0.0,4.0
2025,3.0,1.0
2026,0.0,4.0
2027,1.0,2.0
2028,1.0,2.0
2029,3.0,4.0
2030,1.0,1.0
2031,3.0,3.0
2032,3.0,6.0
2033,2.0,3.0
2034,2.0,4.0
2035,0.0,3.0
2036,3.0,12.0
2037,3.0,3.0
2038,2.0,6.0
2039,1.0,2.0
2040,1.0,3.0
2041,2.0,3.0
2042,2.0,7.0
2043,1.0,4.0
2044,2.0,5.0
2045,1.0,6.0
2046,5.0,1.0
2047,2.0,4.0
2048,0.0,6.0
2049,2.0,2.0
2050,1.0,3.0
2051,1.0,5.0
2052,0.0,3.0
2053,1.0,1.0
2054,0.0,5.0
2055,2.0,5.0
2056,0.0,5.0
2057,1.0,4.0
2058,3.0,3.0
2059,2.0,4.0
2060,0.0,4.0
2061,1.0,3.0
2062,1.0,4.0
2063,1.0,4.0
2064,0.0,5.0
2065,1.0,5.0
2066,2.0,3.0
2067,0.0,6.0
2068,2.0,4.0
2069,2.0,1.0
2070,2.0,4.0
2071,1.0,3.0
2072,2.0,1.0
2073,1.0,8.0
2074,4.0,2.0
2075,1.0,4.0
2076,2.0,5.0
2077,1.0,4.0
2078,1.0,5.0
2079,0.0,3.0
2080,2.0,1.0
2081,3.0,4.0
2082,3.0,3.0
2083,1.0,7.0
2084,1.0,1.0
2085,2.0,2.0
2086,1.0,5.0
2087,3.0,6.0
2088,1.0,8.0
2089,2.0,8.0
2090,1.0,3.0
2091,2.0,2.0
2092,3.0,4.0
2093,3.0,5.0
2094,0.0,3.0
2095,1.0,5.0
2096,3.0,2.0
2097,4.0,2.0
2098,0.0,7.0
2099,0.0,5.0
2100,1.0,4.0
