Year,Warm,Cold
2020,2.0,5.0
2021,2.0,2.0
2022,1.0,5.0
2023,3.0,4.0
2024,1.0,3.0
2025,1.0,4.0
2026,2.0,0.0
2027,1.0,4.0
2028,2.0,4.0
2029,1.0,4.0
2030,0.0,7.0
2031,1.0,3.0
2032,0.0,5.0
2033,0.0,9.0
2034,1.0,4.0
2035,2.0,2.0
2036,2.0,2.0
2037,2.0,5.0
2038,3.0,6.0
2039,2.0,2.0
2040,2.0,4.0
2041,1.0,6.0
2042,1.0,6.0
2043,0.0,4.0
2044,1.0,3.0
2045,4.0,2.0
2046,1.0,10.0
2047,3.0,2.0
2048,0.0,4.0
2049,2.0,5.0
2050,0.0,1.0
2051,3.0,7.0
2052,4.0,3.0
2053,1.0,6.0
2054,3.0,4.0
2055,2.0,4.0
2056,3.0,6.0
2057,1.0,9.0
2058,4.0,4.0
2059,3.0,6.0
2060,0.0,3.0
2061,2.0,4.0
2062,2.0,2.0
2063,3.0,2.0
2064,0.0,4.0
2065,0.0,9.0
2066,1.0,1.0
2067,2.0,6.0
2068,2.0,5.0
2069,1.0,6.0
2070,1.0,3.0
2071,4.0,3.0
2072,2.0,2.0
2073,0.0,4.0
2074,0.0,2.0
2075,1.0,9.0
2076,1.0,4.0
2077,0.0,6.0
2078,3.0,6.0
2079,3.0,4.0
2080,1.0,2.0
2081,3.0,4.0
2082,0.0,2.0
2083,0.0,5.0
2084,1.0,2.0
2085,1.0,2.0
2086,2.0,4.0
2087,1.0,1.0
2088,2.0,3.0
2089,3.0,1.0
2090,2.0,6.0
2091,1.0,7.0
2092,1.0,6.0
2093,0.0,6.0
2094,3.0,6.0
2095,1.0,4.0
2096,1.0,5.0
2097,1.0,4.0
2098,1.0,4.0
2099,1.0,2.0
2100,1.0,4.0
