Year,Warm,Cold
2020,5.0,4.0
2021,2.0,3.0
2022,2.0,0.0
2023,3.0,2.0
2024,0.0,3.0
2025,0.0,4.0
2026,3.0,5.0
2027,3.0,5.0
2028,2.0,2.0
2029,0.0,3.0
2030,0.0,4.0
2031,1.0,4.0
2032,0.0,3.0
2033,0.0,4.0
2034,1.0,1.0
2035,4.0,1.0
2036,2.0,5.0
2037,0.0,5.0
2038,2.0,3.0
2039,3.0,4.0
2040,0.0,4.0
2041,2.0,3.0
2042,3.0,3.0
2043,0.0,1.0
2044,1.0,10.0
2045,1.0,4.0
2046,3.0,3.0
2047,1.0,5.0
2048,1.0,3.0
2049,3.0,2.0
2050,0.0,3.0
2051,2.0,3.0
2052,2.0,2.0
2053,2.0,7.0
2054,0.0,3.0
2055,0.0,5.0
2056,0.0,5.0
2057,1.0,4.0
2058,2.0,3.0
2059,2.0,5.0
2060,1.0,2.0
2061,0.0,4.0
2062,4.0,2.0
2063,1.0,2.0
2064,1.0,2.0
2065,2.0,3.0
2066,0.0,1.0
2067,1.0,7.0
2068,4.0,3.0
2069,3.0,5.0
2070,0.0,7.0
2071,4.0,7.0
2072,0.0,3.0
2073,1.0,4.0
2074,2.0,6.0
2075,1.0,3.0
2076,3.0,5.0
2077,2.0,4.0
2078,3.0,3.0
2079,0.0,2.0
2080,1.0,3.0
2081,0.0,2.0
2082,1.0,5.0
2083,1.0,4.0
2084,2.0,4.0
2085,2.0,5.0
2086,2.0,4.0
2087,2.0,5.0
2088,2.0,3.0
2089,0.0,8.0
2090,0.0,5.0
2091,1.0,4.0
2092,2.0,6.0
2093,1.0,1.0
2094,1.0,9.0
2095,3.0,4.0
2096,4.0,1.0
2097,2.0,1.0
2098,1.0,2.0
2099,3.0,4.0
2100,0.0,6.0
