Year,Warm,Cold
2020,1.0,3.0
2021,2.0,6.0
2022,1.0,5.0
2023,2.0,4.0
2024,2.0,3.0
2025,0.0,6.0
2026,1.0,2.0
2027,4.0,8.0
2028,3.0,3.0
2029,2.0,4.0
2030,0.0,2.0
2031,0.0,5.0
2032,0.0,2.0
2033,0.0,0.0
2034,1.0,2.0
2035,0.0,2.0
2036,1.0,11.0
2037,1.0,2.0
2038,0.0,6.0
2039,2.0,5.0
2040,0.0,5.0
2041,4.0,1.0
2042,1.0,4.0
2043,1.0,2.0
2044,0.0,3.0
2045,1.0,5.0
2046,0.0,2.0
2047,2.0,3.0
2048,1.0,4.0
2049,4.0,4.0
2050,0.0,1.0
2051,0.0,3.0
2052,1.0,7.0
2053,3.0,3.0
2054,2.0,4.0
2055,1.0,2.0
2056,0.0,5.0
2057,4.0,2.0
2058,3.0,6.0
2059,1.0,2.0
2060,0.0,5.0
2061,1.0,2.0
2062,0.0,5.0
2063,2.0,1.0
2064,2.0,5.0
2065,4.0,3.0
2066,2.0,3.0
2067,1.0,6.0
2068,0.0,0.0
2069,2.0,4.0
2070,2.0,0.0
2071,0.0,3.0
2072,3.0,5.0
2073,3.0,3.0
2074,1.0,3.0
2075,2.0,9.0
2076,1.0,5.0
2077,2.0,7.0
2078,0.0,3.0
2079,1.0,5.0
2080,0.0,6.0
2081,2.0,3.0
2082,0.0,6.0
2083,0.0,4.0
2084,1.0,7.0
2085,1.0,11.0
2086,1.0,5.0
2087,3.0,2.0
2088,1.0,3.0
2089,1.0,2.0
2090,1.0,4.0
2091,3.0,4.0
2092,1.0,6.0
2093,4.0,6.0
2094,1.0,5.0
2095,2.0,7.0
2096,2.0,2.0
2097,1.0,4.0
2098,1.0,2.0
2099,3.0,6.0
2100,2.0,2.0
