Year,Warm,Cold
2020,3.0,4.0
2021,0.0,9.0
2022,1.0,2.0
2023,2.0,6.0
2024,0.0,2.0
2025,1.0,6.0
2026,0.0,5.0
2027,1.0,5.0
2028,2.0,4.0
2029,1.0,4.0
2030,2.0,5.0
2031,2.0,5.0
2032,4.0,6.0
2033,2.0,2.0
2034,0.0,3.0
2035,0.0,3.0
2036,1.0,5.0
2037,0.0,5.0
2038,3.0,4.0
2039,0.0,2.0
2040,1.0,3.0
2041,1.0,5.0
2042,3.0,3.0
2043,1.0,2.0
2044,0.0,6.0
2045,3.0,3.0
2046,2.0,5.0
2047,1.0,5.0
2048,2.0,9.0
2049,1.0,4.0
2050,2.0,3.0
2051,0.0,7.0
2052,2.0,5.0
2053,3.0,3.0
2054,0.0,3.0
2055,4.0,4.0
2056,1.0,2.0
2057,3.0,3.0
2058,1.0,5.0
2059,2.0,2.0
2060,3.0,6.0
2061,2.0,4.0
2062,2.0,5.0
2063,0.0,4.0
2064,1.0,5.0
2065,1.0,4.0
2066,1.0,5.0
2067,0.0,4.0
2068,0.0,5.0
2069,1.0,3.0
2070,0.0,1.0
2071,1.0,4.0
2072,4.0,3.0
2073,2.0,5.0
2074,1.0,6.0
2075,0.0,4.0
2076,1.0,2.0
2077,2.0,1.0
2078,2.0,4.0
2079,0.0,4.0
2080,1.0,5.0
2081,0.0,10.0
2082,1.0,8.0
2083,3.0,2.0
2084,1.0,3.0
2085,1.0,4.0
2086,4.0,4.0
2087,0.0,0.0
2088,3.0,5.0
2089,2.0,4.0
2090,1.0,2.0
2091,2.0,4.0
2092,1.0,9.0
2093,2.0,2.0
2094,0.0,6.0
2095,0.0,1.0
2096,2.0,5.0
2097,2.0,8.0
2098,3.0,4.0
2099,1.0,3.0
2100,1.0,6.0
