Year,Warm,Cold
2020,1.0,7.0
2021,2.0,1.0
2022,1.0,2.0
2023,3.0,2.0
2024,0.0,2.0
2025,3.0,6.0
2026,0.0,1.0
2027,2.0,4.0
2028,0.0,5.0
2029,1.0,6.0
2030,0.0,4.0
2031,3.0,4.0
2032,0.0,5.0
2033,1.0,4.0
2034,3.0,4.0
2035,3.0,3.0
2036,2.0,8.0
2037,2.0,1.0
2038,1.0,1.0
2039,2.0,3.0
2040,3.0,7.0
2041,1.0,4.0
2042,5.0,7.0
2043,2.0,4.0
2044,3.0,3.0
2045,0.0,2.0
2046,1.0,10.0
2047,0.0,8.0
2048,1.0,6.0
2049,4.0,4.0
2050,0.0,5.0
2051,0.0,1.0
2052,2.0,8.0
2053,2.0,4.0
2054,1.0,6.0
2055,2.0,5.0
2056,0.0,0.0
2057,4.0,1.0
2058,1.0,2.0
2059,4.0,0.0
2060,5.0,1.0
2061,2.0,4.0
2062,4.0,9.0
2063,1.0,3.0
2064,2.0,3.0
2065,1.0,4.0
2066,0.0,5.0
2067,1.0,4.0
2068,1.0,3.0
2069,1.0,5.0
2070,0.0,3.0
2071,2.0,2.0
2072,0.0,6.0
2073,0.0,5.0
2074,2.0,3.0
2075,3.0,5.0
2076,3.0,5.0
2077,2.0,5.0
2078,4.0,5.0
2079,0.0,5.0
2080,2.0,4.0
2081,0.0,1.0
2082,2.0,7.0
2083,2.0,2.0
2084,1.0,1.0
2085,0.0,2.0
2086,2.0,4.0
2087,2.0,8.0
2088,1.0,2.0
2089,0.0,2.0
2090,2.0,1.0
2091,3.0,2.0
2092,0.0,4.0
2093,2.0,9.0
2094,0.0,6.0
2095,2.0,6.0
2096,0.0,4.0
2097,1.0,4.0
2098,3.0,7.0
2099,3.0,4.0
2100,1.0,9.0
