Year,Warm,Cold
2020,2.0,4.0
2021,1.0,1.0
2022,3.0,8.0
2023,1.0,2.0
2024,0.0,2.0
2025,1.0,4.0
2026,2.0,4.0
2027,2.0,3.0
2028,1.0,5.0
2029,1.0,5.0
2030,0.0,6.0
2031,1.0,5.0
2032,2.0,2.0
2033,2.0,9.0
2034,1.0,5.0
2035,4.0,3.0
2036,1.0,5.0
2037,2.0,4.0
2038,1.0,7.0
2039,1.0,4.0
2040,1.0,3.0
2041,2.0,4.0
2042,2.0,5.0
2043,1.0,2.0
2044,4.0,1.0
2045,1.0,3.0
2046,1.0,3.0
2047,2.0,2.0
2048,0.0,3.0
2049,0.0,5.0
2050,2.0,7.0
2051,1.0,5.0
2052,2.0,4.0
2053,1.0,5.0
2054,1.0,6.0
2055,0.0,5.0
2056,4.0,2.0
2057,3.0,3.0
2058,2.0,4.0
2059,1.0,3.0
2060,3.0,3.0
2061,1.0,3.0
2062,3.0,1.0
2063,1.0,4.0
2064,1.0,7.0
2065,3.0,1.0
2066,1.0,2.0
2067,2.0,9.0
2068,2.0,2.0
2069,0.0,6.0
2070,1.0,5.0
2071,0.0,5.0
2072,0.0,1.0
2073,0.0,3.0
2074,1.0,3.0
2075,1.0,3.0
2076,0.0,2.0
2077,2.0,5.0
2078,0.0,7.0
2079,1.0,3.0
2080,3.0,4.0
2081,3.0,6.0
2082,1.0,4.0
2083,1.0,5.0
2084,1.0,6.0
2085,1.0,1.0
2086,3.0,7.0
2087,2.0,1.0
2088,2.0,5.0
2089,1.0,8.0
2090,4.0,6.0
2091,1.0,1.0
2092,3.0,0.0
2093,1.0,5.0
2094,2.0,1.0
2095,5.0,3.0
2096,0.0,2.0
2097,3.0,7.0
2098,1.0,5.0
2099,1.0,7.0
2100,1.0,6.0
