Year,Warm,Cold
2020,0.0,2.0
2021,2.0,6.0
2022,2.0,6.0
2023,3.0,4.0
2024,0.0,4.0
2025,1.0,5.0
2026,0.0,2.0
2027,2.0,3.0
2028,5.0,7.0
2029,2.0,7.0
2030,3.0,4.0
2031,2.0,3.0
2032,1.0,5.0
2033,1.0,3.0
2034,5.0,4.0
2035,1.0,3.0
2036,0.0,6.0
2037,2.0,5.0
2038,3.0,6.0
2039,1.0,3.0
2040,4.0,2.0
2041,2.0,3.0
2042,1.0,6.0
2043,2.0,6.0
2044,2.0,3.0
2045,1.0,2.0
2046,0.0,1.0
2047,0.0,5.0
2048,1.0,4.0
2049,1.0,8.0
2050,1.0,3.0
2051,2.0,4.0
2052,2.0,2.0
2053,0.0,6.0
2054,1.0,5.0
2055,0.0,4.0
2056,1.0,3.0
2057,0.0,5.0
2058,1.0,4.0
2059,5.0,2.0
2060,2.0,3.0
2061,2.0,3.0
2062,0.0,3.0
2063,3.0,2.0
2064,1.0,3.0
2065,1.0,1.0
2066,3.0,5.0
2067,1.0,2.0
2068,0.0,2.0
2069,0.0,2.0
2070,1.0,4.0
2071,1.0,4.0
2072,0.0,1.0
2073,3.0,5.0
2074,0.0,3.0
2075,2.0,2.0
2076,1.0,3.0
2077,0.0,8.0
2078,1.0,4.0
2079,1.0,5.0
2080,1.0,4.0
2081,2.0,3.0
2082,0.0,6.0
2083,3.0,5.0
2084,0.0,7.0
2085,1.0,5.0
2086,4.0,0.0
2087,3.0,3.0
2088,0.0,5.0
2089,1.0,4.0
2090,1.0,3.0
2091,0.0,1.0
2092,1.0,4.0
2093,5.0,6.0
2094,4.0,2.0
2095,2.0,8.0
2096,2.0,4.0
2097,2.0,3.0
2098,2.0,5.0
2099,3.0,2.0
2100,4.0,3.0
