Year,Warm,Cold
2020,0.0,3.0
2021,2.0,7.0
2022,0.0,5.0
2023,3.0,5.0
2024,0.0,5.0
2025,0.0,2.0
2026,1.0,8.0
2027,1.0,2.0
2028,2.0,8.0
2029,3.0,4.0
2030,1.0,7.0
2031,1.0,4.0
2032,0.0,2.0
2033,1.0,8.0
2034,2.0,5.0
2035,2.0,1.0
2036,1.0,4.0
2037,0.0,7.0
2038,2.0,3.0
2039,0.0,4.0
2040,0.0,2.0
2041,0.0,2.0
2042,2.0,6.0
2043,2.0,2.0
2044,1.0,8.0
2045,2.0,5.0
2046,2.0,8.0
2047,1.0,3.0
2048,1.0,1.0
2049,3.0,6.0
2050,1.0,3.0
2051,0.0,4.0
2052,4.0,6.0
2053,0.0,3.0
2054,4.0,4.0
2055,2.0,4.0
2056,0.0,4.0
2057,0.0,4.0
2058,2.0,3.0
2059,2.0,5.0
2060,1.0,3.0
2061,1.0,0.0
2062,2.0,8.0
2063,3.0,6.0
2064,2.0,2.0
2065,1.0,5.0
2066,0.0,6.0
2067,1.0,6.0
2068,4.0,8.0
2069,2.0,4.0
2070,0.0,5.0
2071,2.0,3.0
2072,1.0,6.0
2073,1.0,3.0
2074,0.0,3.0
2075,2.0,2.0
2076,1.0,3.0
2077,1.0,3.0
2078,1.0,7.0
2079,0.0,3.0
2080,0.0,9.0
2081,2.0,10.0
2082,0.0,3.0
2083,0.0,5.0
2084,0.0,4.0
2085,1.0,8.0
2086,2.0,3.0
2087,3.0,5.0
2088,5.0,8.0
2089,0.0,3.0
2090,1.0,6.0
2091,1.0,2.0
2092,1.0,6.0
2093,2.0,6.0
2094,1.0,5.0
2095,3.0,7.0
2096,3.0,5.0
2097,3.0,4.0
2098,3.0,5.0
2099,0.0,8.0
2100,4.0,2.0
