Year,Warm,Cold
2020,4.0,1.0
2021,1.0,2.0
2022,2.0,2.0
2023,3.0,5.0
2024,0.0,5.0
2025,1.0,1.0
2026,4.0,4.0
2027,0.0,5.0
2028,1.0,7.0
2029,2.0,5.0
2030,2.0,3.0
2031,1.0,10.0
2032,0.0,2.0
2033,0.0,2.0
2034,2.0,5.0
2035,0.0,3.0
2036,2.0,2.0
2037,3.0,5.0
2038,3.0,6.0
2039,0.0,3.0
2040,1.0,4.0
2041,2.0,3.0
2042,1.0,6.0
2043,2.0,3.0
2044,3.0,2.0
2045,4.0,7.0
2046,0.0,3.0
2047,0.0,5.0
2048,0.0,7.0
2049,0.0,5.0
2050,0.0,2.0
2051,0.0,2.0
2052,4.0,2.0
2053,2.0,3.0
2054,0.0,5.0
2055,1.0,2.0
2056,2.0,6.0
2057,0.0,5.0
2058,2.0,3.0
2059,1.0,2.0
2060,0.0,6.0
2061,1.0,1.0
2062,1.0,5.0
2063,2.0,4.0
2064,1.0,3.0
2065,2.0,6.0
2066,2.0,6.0
2067,1.0,6.0
2068,3.0,3.0
2069,0.0,4.0
2070,1.0,1.0
2071,2.0,1.0
2072,2.0,1.0
2073,1.0,5.0
2074,0.0,5.0
2075,1.0,2.0
2076,1.0,5.0
2077,0.0,1.0
2078,2.0,4.0
2079,1.0,4.0
2080,1.0,7.0
2081,1.0,3.0
2082,1.0,6.0
2083,0.0,7.0
2084,0.0,4.0
2085,0.0,4.0
2086,0.0,4.0
2087,3.0,3.0
2088,2.0,3.0
2089,1.0,5.0
2090,1.0,7.0
2091,1.0,6.0
2092,2.0,1.0
2093,2.0,5.0
2094,1.0,2.0
2095,0.0,5.0
2096,2.0,5.0
2097,1.0,3.0
2098,1.0,5.0
2099,0.0,3.0
2100,3.0,1.0
