Year,Warm,Cold
2020,0.0,3.0
2021,1.0,11.0
2022,2.0,4.0
2023,1.0,2.0
2024,1.0,4.0
2025,1.0,0.0
2026,1.0,6.0
2027,1.0,3.0
2028,2.0,4.0
2029,1.0,2.0
2030,2.0,3.0
2031,1.0,1.0
2032,1.0,6.0
2033,2.0,2.0
2034,2.0,2.0
2035,0.0,4.0
2036,1.0,2.0
2037,0.0,3.0
2038,2.0,5.0
2039,1.0,6.0
2040,1.0,5.0
2041,3.0,2.0
2042,2.0,4.0
2043,1.0,5.0
2044,4.0,4.0
2045,2.0,4.0
2046,2.0,3.0
2047,0.0,4.0
2048,1.0,3.0
2049,2.0,2.0
2050,0.0,3.0
2051,0.0,4.0
2052,3.0,3.0
2053,2.0,5.0
2054,0.0,4.0
2055,2.0,4.0
2056,1.0,4.0
2057,1.0,6.0
2058,2.0,3.0
2059,2.0,5.0
2060,1.0,6.0
2061,2.0,4.0
2062,1.0,4.0
2063,3.0,3.0
2064,1.0,5.0
2065,1.0,5.0
2066,4.0,2.0
2067,0.0,6.0
2068,3.0,5.0
2069,0.0,3.0
2070,0.0,3.0
2071,1.0,3.0
2072,0.0,3.0
2073,4.0,2.0
2074,1.0,4.0
2075,2.0,5.0
2076,0.0,6.0
2077,2.0,7.0
2078,2.0,4.0
2079,1.0,3.0
2080,0.0,8.0
2081,0.0,8.0
2082,1.0,3.0
2083,1.0,6.0
2084,2.0,4.0
2085,1.0,6.0
2086,1.0,1.0
2087,1.0,7.0
2088,2.0,5.0
2089,1.0,4.0
2090,2.0,2.0
2091,2.0,0.0
2092,0.0,7.0
2093,1.0,3.0
2094,2.0,2.0
2095,0.0,6.0
2096,0.0,3.0
2097,3.0,4.0
2098,4.0,3.0
2099,0.0,2.0
2100,1.0,0.0
