Year,Warm,Cold
2020,2.0,5.0
2021,2.0,2.0
2022,3.0,2.0
2023,2.0,3.0
2024,0.0,4.0
2025,1.0,5.0
2026,1.0,2.0
2027,1.0,3.0
2028,0.0,3.0
2029,1.0,5.0
2030,2.0,5.0
2031,1.0,5.0
2032,2.0,4.0
2033,3.0,3.0
2034,3.0,5.0
2035,3.0,4.0
2036,0.0,4.0
2037,2.0,4.0
2038,1.0,4.0
2039,2.0,3.0
2040,0.0,4.0
2041,0.0,4.0
2042,0.0,5.0
2043,2.0,5.0
2044,2.0,3.0
2045,2.0,1.0
2046,0.0,6.0
2047,3.0,6.0
2048,0.0,1.0
2049,0.0,3.0
2050,1.0,8.0
2051,2.0,6.0
2052,1.0,9.0
2053,5.0,6.0
2054,1.0,5.0
2055,2.0,4.0
2056,0.0,2.0
2057,3.0,5.0
2058,1.0,4.0
2059,2.0,4.0
2060,4.0,5.0
2061,3.0,2.0
2062,3.0,2.0
2063,3.0,5.0
2064,1.0,3.0
2065,1.0,6.0
2066,1.0,6.0
2067,1.0,4.0
2068,1.0,4.0
2069,1.0,3.0
2070,1.0,7.0
2071,1.0,6.0
2072,4.0,4.0
2073,0.0,5.0
2074,2.0,5.0
2075,0.0,5.0
2076,2.0,1.0
2077,1.0,2.0
2078,0.0,7.0
2079,0.0,4.0
2080,3.0,2.0
2081,2.0,7.0
2082,3.0,3.0
2083,1.0,1.0
2084,0.0,5.0
2085,1.0,4.0
2086,3.0,6.0
2087,0.0,7.0
2088,2.0,2.0
2089,3.0,5.0
2090,2.0,3.0
2091,1.0,7.0
2092,2.0,5.0
2093,1.0,2.0
2094,3.0,2.0
2095,2.0,3.0
2096,1.0,3.0
2097,3.0,4.0
2098,2.0,4.0
2099,1.0,6.0
2100,3.0,5.0
