Year,Warm,Cold
2020,4.0,3.0
2021,0.0,5.0
2022,1.0,5.0
2023,4.0,2.0
2024,2.0,1.0
2025,0.0,3.0
2026,3.0,3.0
2027,1.0,3.0
2028,0.0,5.0
2029,1.0,6.0
2030,2.0,1.0
2031,1.0,3.0
2032,2.0,6.0
2033,3.0,6.0
2034,1.0,2.0
2035,0.0,3.0
2036,2.0,2.0
2037,1.0,3.0
2038,3.0,8.0
2039,0.0,3.0
2040,0.0,3.0
2041,3.0,6.0
2042,2.0,1.0
2043,1.0,8.0
2044,3.0,3.0
2045,1.0,6.0
2046,1.0,5.0
2047,0.0,4.0
2048,1.0,3.0
2049,2.0,5.0
2050,0.0,8.0
2051,1.0,4.0
2052,3.0,10.0
2053,2.0,5.0
2054,0.0,2.0
2055,3.0,2.0
2056,3.0,3.0
2057,0.0,2.0
2058,1.0,7.0
2059,0.0,1.0
2060,2.0,10.0
2061,0.0,5.0
2062,1.0,2.0
2063,0.0,4.0
2064,2.0,2.0
2065,3.0,7.0
2066,1.0,7.0
2067,5.0,2.0
2068,0.0,3.0
2069,1.0,8.0
2070,2.0,7.0
2071,1.0,5.0
2072,3.0,5.0
2073,2.0,3.0
2074,1.0,6.0
2075,1.0,6.0
2076,4.0,7.0
2077,0.0,4.0
2078,2.0,5.0
2079,4.0,4.0
2080,1.0,2.0
2081,1.0,7.0
2082,0.0,3.0
2083,0.0,7.0
2084,0.0,3.0
2085,3.0,5.0
2086,2.0,3.0
2087,1.0,1.0
2088,1.0,8.0
2089,2.0,4.0
2090,2.0,5.0
2091,1.0,2.0
2092,1.0,4.0
2093,3.0,6.0
2094,2.0,7.0
2095,2.0,4.0
2096,2.0,1.0
2097,1.0,1.0
2098,1.0,5.0
2099,0.0,5.0
2100,0.0,5.0
