Year,Warm,Cold
2020,0.0,6.0
2021,3.0,3.0
2022,1.0,9.0
2023,1.0,7.0
2024,2.0,3.0
2025,2.0,3.0
2026,5.0,2.0
2027,0.0,5.0
2028,0.0,3.0
2029,5.0,6.0
2030,2.0,5.0
2031,0.0,2.0
2032,1.0,3.0
2033,5.0,4.0
2034,2.0,3.0
2035,3.0,1.0
2036,2.0,4.0
2037,3.0,4.0
2038,0.0,2.0
2039,3.0,3.0
2040,2.0,5.0
2041,2.0,2.0
2042,2.0,2.0
2043,0.0,2.0
2044,1.0,2.0
2045,1.0,3.0
2046,1.0,5.0
2047,2.0,2.0
2048,5.0,9.0
2049,1.0,5.0
2050,2.0,4.0
2051,0.0,3.0
2052,3.0,2.0
2053,1.0,4.0
2054,1.0,4.0
2055,4.0,2.0
2056,3.0,3.0
2057,1.0,4.0
2058,0.0,2.0
2059,5.0,3.0
2060,2.0,5.0
2061,3.0,3.0
2062,1.0,3.0
2063,2.0,5.0
2064,0.0,0.0
2065,0.0,3.0
2066,1.0,3.0
2067,3.0,5.0
2068,0.0,2.0
2069,1.0,6.0
2070,3.0,5.0
2071,0.0,8.0
2072,0.0,2.0
2073,1.0,2.0
2074,4.0,2.0
2075,2.0,5.0
2076,2.0,6.0
2077,3.0,3.0
2078,1.0,0.0
2079,2.0,6.0
2080,1.0,3.0
2081,1.0,2.0
2082,1.0,5.0
2083,2.0,3.0
2084,1.0,3.0
2085,2.0,2.0
2086,2.0,3.0
2087,2.0,1.0
2088,2.0,1.0
2089,1.0,4.0
2090,5.0,6.0
2091,1.0,2.0
2092,2.0,6.0
2093,0.0,4.0
2094,1.0,2.0
2095,2.0,6.0
2096,2.0,5.0
2097,2.0,4.0
2098,1.0,5.0
2099,1.0,2.0
2100,3.0,4.0
