Year,Warm,Cold
2020,2.0,5.0
2021,0.0,3.0
2022,0.0,7.0
2023,0.0,2.0
2024,0.0,4.0
2025,0.0,6.0
2026,4.0,4.0
2027,1.0,7.0
2028,1.0,3.0
2029,1.0,3.0
2030,1.0,3.0
2031,1.0,5.0
2032,1.0,6.0
2033,0.0,8.0
2034,4.0,4.0
2035,0.0,4.0
2036,1.0,3.0
2037,2.0,2.0
2038,2.0,3.0
2039,1.0,8.0
2040,2.0,3.0
2041,0.0,2.0
2042,1.0,2.0
2043,0.0,6.0
2044,1.0,3.0
2045,4.0,6.0
2046,2.0,2.0
2047,5.0,6.0
2048,1.0,5.0
2049,1.0,4.0
2050,1.0,2.0
2051,1.0,3.0
2052,2.0,3.0
2053,1.0,3.0
2054,1.0,7.0
2055,1.0,5.0
2056,2.0,4.0
2057,2.0,3.0
2058,0.0,4.0
2059,0.0,5.0
2060,4.0,0.0
2061,2.0,5.0
2062,0.0,4.0
2063,1.0,9.0
2064,5.0,8.0
2065,3.0,0.0
2066,2.0,7.0
2067,2.0,7.0
2068,2.0,5.0
2069,4.0,3.0
2070,1.0,8.0
2071,3.0,3.0
2072,3.0,5.0
2073,2.0,2.0
2074,1.0,5.0
2075,1.0,5.0
2076,2.0,3.0
2077,0.0,6.0
2078,0.0,2.0
2079,1.0,1.0
2080,2.0,3.0
2081,0.0,4.0
2082,2.0,3.0
2083,1.0,3.0
2084,2.0,5.0
2085,2.0,3.0
2086,3.0,6.0
2087,0.0,4.0
2088,0.0,3.0
2089,1.0,6.0
2090,5.0,3.0
2091,0.0,5.0
2092,3.0,4.0
2093,0.0,5.0
2094,0.0,1.0
2095,1.0,5.0
2096,2.0,3.0
2097,0.0,5.0
2098,4.0,4.0
2099,0.0,3.0
2100,1.0,4.0
