Year,Warm,Cold
2020,3.0,2.0
2021,3.0,2.0
2022,1.0,3.0
2023,2.0,2.0
2024,0.0,3.0
2025,2.0,5.0
2026,1.0,3.0
2027,2.0,4.0
2028,1.0,3.0
2029,0.0,2.0
2030,2.0,3.0
2031,0.0,7.0
2032,4.0,3.0
2033,1.0,4.0
2034,1.0,2.0
2035,1.0,5.0
2036,2.0,4.0
2037,1.0,2.0
2038,2.0,5.0
2039,2.0,4.0
2040,3.0,4.0
2041,1.0,2.0
2042,1.0,4.0
2043,1.0,4.0
2044,1.0,2.0
2045,0.0,3.0
2046,1.0,4.0
2047,0.0,4.0
2048,4.0,3.0
2049,1.0,9.0
2050,4.0,0.0
2051,1.0,8.0
2052,2.0,9.0
2053,1.0,3.0
2054,3.0,7.0
2055,5.0,3.0
2056,1.0,6.0
2057,1.0,0.0
2058,3.0,6.0
2059,2.0,5.0
2060,1.0,8.0
2061,1.0,3.0
2062,1.0,6.0
2063,2.0,3.0
2064,2.0,4.0
2065,2.0,5.0
2066,0.0,0.0
2067,2.0,4.0
2068,0.0,6.0
2069,2.0,6.0
2070,2.0,3.0
2071,2.0,3.0
2072,1.0,3.0
2073,3.0,4.0
2074,1.0,4.0
2075,2.0,4.0
2076,1.0,4.0
2077,0.0,4.0
2078,1.0,6.0
2079,2.0,5.0
2080,1.0,4.0
2081,3.0,0.0
2082,2.0,4.0
2083,4.0,3.0
2084,1.0,4.0
2085,0.0,4.0
2086,4.0,2.0
2087,2.0,2.0
2088,2.0,7.0
2089,1.0,7.0
2090,0.0,5.0
2091,1.0,3.0
2092,0.0,1.0
2093,2.0,2.0
2094,1.0,4.0
2095,0.0,7.0
2096,2.0,5.0
2097,3.0,7.0
2098,5.0,3.0
2099,2.0,4.0
2100,0.0,3.0
