Year,Warm,Cold
2020,1.0,5.0
2021,1.0,4.0
2022,2.0,2.0
2023,1.0,2.0
2024,2.0,6.0
2025,3.0,3.0
2026,1.0,5.0
2027,2.0,3.0
2028,2.0,2.0
2029,1.0,6.0
2030,4.0,4.0
2031,0.0,2.0
2032,3.0,6.0
2033,4.0,4.0
2034,1.0,5.0
2035,2.0,4.0
2036,1.0,3.0
2037,2.0,0.0
2038,1.0,2.0
2039,1.0,4.0
2040,2.0,5.0
2041,1.0,2.0
2042,1.0,3.0
2043,0.0,5.0
2044,5.0,5.0
2045,2.0,6.0
2046,1.0,3.0
2047,1.0,7.0
2048,4.0,1.0
2049,1.0,8.0
2050,1.0,3.0
2051,3.0,2.0
2052,0.0,5.0
2053,2.0,5.0
2054,0.0,2.0
2055,2.0,5.0
2056,2.0,5.0
2057,0.0,5.0
2058,0.0,4.0
2059,2.0,1.0
2060,2.0,4.0
2061,0.0,5.0
2062,3.0,2.0
2063,0.0,7.0
2064,1.0,4.0
2065,0.0,2.0
2066,2.0,5.0
2067,1.0,1.0
2068,1.0,9.0
2069,2.0,5.0
2070,2.0,3.0
2071,3.0,8.0
2072,3.0,2.0
2073,2.0,5.0
2074,1.0,6.0
2075,3.0,4.0
2076,2.0,5.0
2077,1.0,3.0
2078,1.0,1.0
2079,4.0,5.0
2080,1.0,4.0
2081,3.0,2.0
2082,0.0,1.0
2083,3.0,2.0
2084,0.0,4.0
2085,1.0,3.0
2086,0.0,5.0
2087,1.0,2.0
2088,1.0,2.0
2089,2.0,4.0
2090,0.0,2.0
2091,0.0,5.0
2092,2.0,2.0
2093,3.0,3.0
2094,3.0,6.0
2095,4.0,3.0
2096,3.0,2.0
2097,1.0,5.0
2098,0.0,6.0
2099,1.0,7.0
2100,1.0,6.0
