Year,Warm,Cold
2020,3.0,5.0
2021,1.0,6.0
2022,1.0,4.0
2023,3.0,6.0
2024,4.0,4.0
2025,3.0,3.0
2026,2.0,3.0
2027,1.0,5.0
2028,1.0,3.0
2029,0.0,6.0
2030,0.0,0.0
2031,1.0,8.0
2032,0.0,3.0
2033,5.0,5.0
2034,1.0,4.0
2035,1.0,3.0
2036,0.0,4.0
2037,1.0,4.0
2038,0.0,4.0
2039,0.0,5.0
2040,2.0,2.0
2041,3.0,3.0
2042,1.0,6.0
2043,3.0,0.0
2044,3.0,6.0
2045,1.0,3.0
2046,3.0,5.0
2047,3.0,4.0
2048,3.0,5.0
2049,2.0,9.0
2050,2.0,1.0
2051,1.0,3.0
2052,0.0,2.0
2053,1.0,7.0
2054,1.0,5.0
2055,0.0,4.0
2056,1.0,4.0
2057,1.0,9.0
2058,2.0,1.0
2059,2.0,3.0
2060,2.0,7.0
2061,2.0,0.0
2062,1.0,3.0
2063,0.0,3.0
2064,1.0,3.0
2065,4.0,5.0
2066,2.0,6.0
2067,2.0,4.0
2068,2.0,5.0
2069,1.0,6.0
2070,0.0,7.0
2071,0.0,3.0
2072,1.0,2.0
2073,0.0,2.0
2074,0.0,2.0
2075,1.0,3.0
2076,1.0,4.0
2077,1.0,4.0
2078,2.0,3.0
2079,2.0,4.0
2080,1.0,5.0
2081,2.0,3.0
2082,3.0,3.0
2083,3.0,4.0
2084,2.0,6.0
2085,2.0,3.0
2086,0.0,3.0
2087,3.0,4.0
2088,1.0,2.0
2089,1.0,5.0
2090,1.0,6.0
2091,1.0,2.0
2092,2.0,3.0
2093,2.0,6.0
2094,1.0,6.0
2095,1.0,4.0
2096,0.0,2.0
2097,0.0,4.0
2098,1.0,1.0
2099,2.0,6.0
2100,2.0,3.0
