Year,Warm,Cold
2020,2.0,3.0
2021,3.0,9.0
2022,1.0,7.0
2023,0.0,9.0
2024,1.0,1.0
2025,2.0,6.0
2026,2.0,1.0
2027,2.0,4.0
2028,3.0,8.0
2029,1.0,8.0
2030,1.0,2.0
2031,0.0,9.0
2032,4.0,3.0
2033,2.0,6.0
2034,2.0,5.0
2035,1.0,7.0
2036,1.0,12.0
2037,0.0,2.0
2038,0.0,3.0
2039,0.0,7.0
2040,3.0,3.0
2041,1.0,3.0
2042,4.0,4.0
2043,3.0,5.0
2044,0.0,1.0
2045,0.0,2.0
2046,1.0,4.0
2047,1.0,2.0
2048,1.0,2.0
2049,0.0,2.0
2050,1.0,3.0
2051,1.0,3.0
2052,3.0,3.0
2053,1.0,5.0
2054,1.0,4.0
2055,1.0,2.0
2056,0.0,3.0
2057,2.0,4.0
2058,2.0,3.0
2059,0.0,6.0
2060,0.0,6.0
2061,1.0,3.0
2062,1.0,3.0
2063,1.0,4.0
2064,3.0,5.0
2065,0.0,1.0
2066,0.0,0.0
2067,1.0,3.0
2068,2.0,5.0
2069,1.0,3.0
2070,0.0,2.0
2071,2.0,6.0
2072,2.0,2.0
2073,1.0,2.0
2074,1.0,5.0
2075,2.0,5.0
2076,1.0,8.0
2077,2.0,3.0
2078,1.0,3.0
2079,3.0,6.0
2080,1.0,7.0
2081,1.0,2.0
2082,2.0,5.0
2083,1.0,1.0
2084,1.0,3.0
2085,1.0,7.0
2086,0.0,0.0
2087,0.0,4.0
2088,0.0,5.0
2089,1.0,3.0
2090,0.0,6.0
2091,2.0,3.0
2092,2.0,5.0
2093,1.0,2.0
2094,3.0,5.0
2095,0.0,3.0
2096,4.0,6.0
2097,1.0,0.0
2098,2.0,3.0
2099,0.0,2.0
2100,1.0,7.0
