Year,Warm,Cold
2020,2.0,4.0
2021,0.0,4.0
2022,1.0,3.0
2023,1.0,6.0
2024,2.0,3.0
2025,1.0,2.0
2026,0.0,1.0
2027,1.0,3.0
2028,0.0,6.0
2029,2.0,6.0
2030,2.0,3.0
2031,2.0,4.0
2032,3.0,7.0
2033,1.0,3.0
2034,2.0,4.0
2035,1.0,2.0
2036,1.0,6.0
2037,2.0,7.0
2038,1.0,3.0
2039,2.0,3.0
2040,1.0,5.0
2041,4.0,1.0
2042,1.0,2.0
2043,2.0,3.0
2044,1.0,4.0
2045,0.0,1.0
2046,2.0,3.0
2047,2.0,2.0
2048,3.0,1.0
2049,1.0,4.0
2050,3.0,1.0
2051,3.0,2.0
2052,0.0,3.0
2053,3.0,7.0
2054,2.0,4.0
2055,2.0,4.0
2056,0.0,3.0
2057,2.0,6.0
2058,3.0,4.0
2059,1.0,3.0
2060,1.0,5.0
2061,0.0,6.0
2062,0.0,0.0
2063,2.0,4.0
2064,0.0,5.0
2065,1.0,1.0
2066,1.0,6.0
2067,0.0,3.0
2068,1.0,5.0
2069,3.0,4.0
2070,1.0,5.0
2071,2.0,9.0
2072,0.0,5.0
2073,0.0,3.0
2074,4.0,3.0
2075,2.0,4.0
2076,1.0,5.0
2077,2.0,4.0
2078,2.0,3.0
2079,0.0,2.0
2080,3.0,2.0
2081,0.0,8.0
2082,1.0,2.0
2083,1.0,11.0
2084,1.0,5.0
2085,1.0,2.0
2086,1.0,3.0
2087,0.0,3.0
2088,1.0,4.0
2089,1.0,5.0
2090,1.0,1.0
2091,0.0,1.0
2092,1.0,4.0
2093,1.0,3.0
2094,0.0,2.0
2095,1.0,3.0
2096,0.0,4.0
2097,3.0,5.0
2098,1.0,4.0
2099,2.0,7.0
2100,0.0,6.0
