Year,Warm,Cold
2020,3.0,7.0
2021,1.0,1.0
2022,4.0,5.0
2023,1.0,4.0
2024,0.0,3.0
2025,1.0,4.0
2026,3.0,2.0
2027,0.0,3.0
2028,1.0,1.0
2029,1.0,4.0
2030,2.0,2.0
2031,1.0,3.0
2032,1.0,6.0
2033,0.0,1.0
2034,1.0,3.0
2035,1.0,5.0
2036,0.0,4.0
2037,0.0,4.0
2038,0.0,6.0
2039,1.0,4.0
2040,1.0,7.0
2041,1.0,6.0
2042,0.0,2.0
2043,0.0,5.0
2044,2.0,2.0
2045,2.0,5.0
2046,1.0,4.0
2047,2.0,5.0
2048,0.0,3.0
2049,1.0,4.0
2050,1.0,0.0
2051,1.0,2.0
2052,2.0,4.0
2053,1.0,1.0
2054,4.0,3.0
2055,0.0,5.0
2056,2.0,4.0
2057,2.0,1.0
2058,3.0,5.0
2059,1.0,5.0
2060,1.0,3.0
2061,2.0,5.0
2062,1.0,4.0
2063,0.0,2.0
2064,4.0,4.0
2065,0.0,8.0
2066,2.0,3.0
2067,0.0,6.0
2068,3.0,5.0
2069,0.0,5.0
2070,0.0,3.0
2071,1.0,5.0
2072,2.0,8.0
2073,4.0,2.0
2074,1.0,5.0
2075,2.0,4.0
2076,4.0,0.0
2077,1.0,5.0
2078,1.0,5.0
2079,0.0,4.0
2080,2.0,4.0
2081,1.0,5.0
2082,3.0,5.0
2083,2.0,4.0
2084,0.0,2.0
2085,4.0,3.0
2086,1.0,4.0
2087,1.0,3.0
2088,1.0,3.0
2089,3.0,3.0
2090,1.0,3.0
2091,3.0,3.0
2092,3.0,4.0
2093,0.0,3.0
2094,1.0,4.0
2095,2.0,2.0
2096,3.0,5.0
2097,0.0,4.0
2098,0.0,3.0
2099,0.0,2.0
2100,2.0,4.0
