Year,Warm,Cold
2020,2.0,6.0
2021,2.0,3.0
2022,0.0,4.0
2023,0.0,1.0
2024,2.0,2.0
2025,1.0,3.0
2026,3.0,0.0
2027,2.0,10.0
2028,2.0,2.0
2029,0.0,3.0
2030,1.0,6.0
2031,1.0,4.0
2032,1.0,4.0
2033,2.0,6.0
2034,3.0,3.0
2035,3.0,4.0
2036,3.0,3.0
2037,0.0,1.0
2038,3.0,8.0
2039,0.0,1.0
2040,2.0,1.0
2041,0.0,4.0
2042,2.0,5.0
2043,1.0,5.0
2044,3.0,3.0
2045,2.0,5.0
2046,1.0,5.0
2047,3.0,5.0
2048,3.0,5.0
2049,6.0,0.0
2050,2.0,1.0
2051,2.0,3.0
2052,1.0,4.0
2053,0.0,3.0
2054,0.0,7.0
2055,1.0,7.0
2056,5.0,4.0
2057,1.0,4.0
2058,2.0,3.0
2059,2.0,6.0
2060,0.0,4.0
2061,5.0,5.0
2062,2.0,1.0
2063,0.0,5.0
2064,2.0,4.0
2065,1.0,3.0
2066,2.0,4.0
2067,1.0,6.0
2068,4.0,1.0
2069,4.0,5.0
2070,0.0,2.0
2071,0.0,3.0
2072,2.0,4.0
2073,1.0,7.0
2074,2.0,3.0
2075,1.0,3.0
2076,1.0,3.0
2077,2.0,2.0
2078,2.0,4.0
2079,0.0,1.0
2080,0.0,1.0
2081,1.0,6.0
2082,1.0,10.0
2083,3.0,1.0
2084,4.0,2.0
2085,2.0,3.0
2086,2.0,8.0
2087,1.0,5.0
2088,2.0,5.0
2089,0.0,7.0
2090,0.0,7.0
2091,2.0,4.0
2092,2.0,2.0
2093,5.0,3.0
2094,1.0,6.0
2095,2.0,3.0
2096,1.0,1.0
2097,4.0,3.0
2098,1.0,3.0
2099,2.0,4.0
2100,0.0,3.0
