Year,Warm,Cold
2020,0.0,3.0
2021,0.0,2.0
2022,1.0,5.0
2023,1.0,7.0
2024,3.0,3.0
2025,2.0,4.0
2026,1.0,9.0
2027,4.0,3.0
2028,0.0,1.0
2029,1.0,1.0
2030,1.0,3.0
2031,1.0,5.0
2032,2.0,4.0
2033,2.0,4.0
2034,1.0,4.0
2035,2.0,3.0
2036,1.0,6.0
2037,2.0,4.0
2038,3.0,3.0
2039,0.0,4.0
2040,0.0,6.0
2041,2.0,4.0
2042,1.0,5.0
2043,3.0,4.0
2044,1.0,2.0
2045,1.0,6.0
2046,1.0,4.0
2047,2.0,3.0
2048,3.0,3.0
2049,0.0,6.0
2050,7.0,5.0
2051,2.0,4.0
2052,1.0,4.0
2053,4.0,3.0
2054,3.0,4.0
2055,0.0,3.0
2056,2.0,3.0
2057,1.0,4.0
2058,0.0,4.0
2059,1.0,3.0
2060,2.0,4.0
2061,1.0,1.0
2062,1.0,4.0
2063,1.0,3.0
2064,1.0,2.0
2065,2.0,6.0
2066,0.0,7.0
2067,4.0,2.0
2068,3.0,3.0
2069,1.0,8.0
2070,2.0,6.0
2071,3.0,4.0
2072,2.0,5.0
2073,2.0,2.0
2074,1.0,6.0
2075,1.0,1.0
2076,2.0,4.0
2077,2.0,3.0
2078,1.0,8.0
2079,1.0,2.0
2080,0.0,4.0
2081,2.0,3.0
2082,2.0,4.0
2083,1.0,4.0
2084,5.0,6.0
2085,0.0,5.0
2086,3.0,1.0
2087,0.0,5.0
2088,1.0,8.0
2089,2.0,5.0
2090,0.0,3.0
2091,1.0,3.0
2092,4.0,6.0
2093,3.0,4.0
2094,0.0,3.0
2095,2.0,0.0
2096,0.0,4.0
2097,4.0,4.0
2098,0.0,3.0
2099,3.0,3.0
2100,1.0,1.0
