Year,Warm,Cold
2020,2.0,5.0
2021,0.0,4.0
2022,1.0,2.0
2023,3.0,0.0
2024,1.0,5.0
2025,2.0,4.0
2026,2.0,2.0
2027,1.0,4.0
2028,1.0,4.0
2029,1.0,3.0
2030,0.0,4.0
2031,1.0,9.0
2032,3.0,3.0
2033,1.0,7.0
2034,3.0,4.0
2035,0.0,4.0
2036,2.0,3.0
2037,0.0,5.0
2038,2.0,2.0
2039,1.0,6.0
2040,2.0,4.0
2041,0.0,5.0
2042,1.0,3.0
2043,3.0,3.0
2044,0.0,7.0
2045,2.0,6.0
2046,1.0,1.0
2047,1.0,7.0
2048,0.0,5.0
2049,0.0,2.0
2050,1.0,1.0
2051,3.0,4.0
2052,3.0,4.0
2053,4.0,2.0
2054,2.0,2.0
2055,2.0,3.0
2056,0.0,3.0
2057,2.0,2.0
2058,1.0,2.0
2059,3.0,3.0
2060,2.0,8.0
2061,3.0,5.0
2062,0.0,3.0
2063,0.0,3.0
2064,2.0,5.0
2065,3.0,5.0
2066,2.0,7.0
2067,1.0,2.0
2068,1.0,3.0
2069,0.0,6.0
2070,2.0,6.0
2071,2.0,4.0
2072,2.0,1.0
2073,3.0,7.0
2074,3.0,2.0
2075,3.0,0.0
2076,1.0,7.0
2077,1.0,4.0
2078,2.0,5.0
2079,1.0,3.0
2080,1.0,6.0
2081,2.0,1.0
2082,1.0,3.0
2083,2.0,5.0
2084,0.0,2.0
2085,4.0,1.0
2086,3.0,8.0
2087,4.0,5.0
2088,1.0,7.0
2089,1.0,3.0
2090,2.0,2.0
2091,3.0,5.0
2092,1.0,4.0
2093,1.0,5.0
2094,2.0,5.0
2095,1.0,3.0
2096,3.0,5.0
2097,1.0,6.0
2098,1.0,10.0
2099,1.0,7.0
2100,3.0,10.0
