Year,Warm,Cold
2020,7.0,3.0
2021,1.0,2.0
2022,1.0,3.0
2023,3.0,4.0
2024,2.0,4.0
2025,1.0,2.0
2026,1.0,3.0
2027,5.0,4.0
2028,4.0,3.0
2029,1.0,6.0
2030,1.0,2.0
2031,3.0,5.0
2032,4.0,4.0
2033,0.0,4.0
2034,0.0,11.0
2035,2.0,5.0
2036,0.0,1.0
2037,0.0,3.0
2038,2.0,9.0
2039,0.0,3.0
2040,0.0,2.0
2041,2.0,2.0
2042,0.0,5.0
2043,0.0,3.0
2044,2.0,3.0
2045,1.0,8.0
2046,0.0,2.0
2047,1.0,4.0
2048,3.0,4.0
2049,1.0,1.0
2050,2.0,5.0
2051,3.0,6.0
2052,0.0,4.0
2053,1.0,5.0
2054,0.0,8.0
2055,0.0,2.0
2056,4.0,4.0
2057,0.0,3.0
2058,2.0,5.0
2059,0.0,2.0
2060,0.0,0.0
2061,4.0,7.0
2062,1.0,4.0
2063,1.0,7.0
2064,0.0,3.0
2065,2.0,2.0
2066,1.0,4.0
2067,1.0,1.0
2068,0.0,4.0
2069,2.0,2.0
2070,3.0,2.0
2071,1.0,5.0
2072,1.0,4.0
2073,3.0,7.0
2074,1.0,5.0
2075,3.0,3.0
2076,1.0,4.0
2077,2.0,5.0
2078,2.0,2.0
2079,3.0,6.0
2080,0.0,5.0
2081,0.0,6.0
2082,2.0,5.0
2083,1.0,5.0
2084,2.0,5.0
2085,4.0,5.0
2086,5.0,6.0
2087,1.0,2.0
2088,0.0,6.0
2089,2.0,4.0
2090,2.0,6.0
2091,4.0,4.0
2092,2.0,1.0
2093,0.0,3.0
2094,1.0,2.0
2095,3.0,4.0
2096,1.0,2.0
2097,1.0,6.0
2098,4.0,3.0
2099,1.0,6.0
2100,2.0,6.0
