Year,Warm,Cold
2020,1.0,1.0
2021,0.0,3.0
2022,1.0,3.0
2023,2.0,5.0
2024,2.0,4.0
2025,0.0,8.0
2026,2.0,4.0
2027,1.0,4.0
2028,1.0,3.0
2029,0.0,9.0
2030,0.0,2.0
2031,0.0,5.0
2032,1.0,6.0
2033,1.0,6.0
2034,2.0,5.0
2035,1.0,1.0
2036,2.0,4.0
2037,1.0,4.0
2038,1.0,6.0
2039,2.0,4.0
2040,1.0,0.0
2041,1.0,7.0
2042,0.0,2.0
2043,1.0,3.0
2044,0.0,8.0
2045,1.0,3.0
2046,4.0,4.0
2047,2.0,7.0
2048,3.0,4.0
2049,0.0,2.0
2050,1.0,6.0
2051,1.0,8.0
2052,4.0,4.0
2053,0.0,5.0
2054,2.0,6.0
2055,2.0,5.0
2056,4.0,2.0
2057,2.0,7.0
2058,2.0,1.0
2059,1.0,3.0
2060,1.0,6.0
2061,3.0,3.0
2062,3.0,8.0
2063,0.0,4.0
2064,2.0,4.0
2065,2.0,4.0
2066,3.0,4.0
2067,3.0,2.0
2068,0.0,3.0
2069,1.0,3.0
2070,1.0,3.0
2071,0.0,6.0
2072,2.0,3.0
2073,1.0,8.0
2074,1.0,1.0
2075,0.0,5.0
2076,1.0,7.0
2077,2.0,3.0
2078,2.0,3.0
2079,0.0,4.0
2080,2.0,1.0
2081,3.0,5.0
2082,3.0,7.0
2083,0.0,0.0
2084,2.0,3.0
2085,1.0,4.0
2086,2.0,1.0
2087,1.0,6.0
2088,0.0,3.0
2089,2.0,3.0
2090,2.0,1.0
2091,1.0,9.0
2092,0.0,5.0
2093,1.0,5.0
2094,2.0,6.0
2095,1.0,6.0
2096,2.0,6.0
2097,0.0,4.0
2098,3.0,2.0
2099,0.0,1.0
2100,1.0,4.0
