Year,Warm,Cold
2020,0.0,4.0
2021,4.0,4.0
2022,1.0,5.0
2023,1.0,1.0
2024,2.0,8.0
2025,0.0,3.0
2026,0.0,3.0
2027,1.0,7.0
2028,1.0,3.0
2029,3.0,1.0
2030,1.0,6.0
2031,0.0,3.0
2032,0.0,3.0
2033,1.0,6.0
2034,1.0,2.0
2035,3.0,6.0
2036,2.0,2.0
2037,0.0,5.0
2038,2.0,1.0
2039,0.0,5.0
2040,1.0,6.0
2041,3.0,3.0
2042,3.0,2.0
2043,1.0,7.0
2044,3.0,3.0
2045,2.0,6.0
2046,6.0,4.0
2047,3.0,5.0
2048,2.0,6.0
2049,1.0,3.0
2050,2.0,3.0
2051,1.0,9.0
2052,0.0,1.0
2053,0.0,0.0
2054,3.0,5.0
2055,4.0,6.0
2056,2.0,3.0
2057,3.0,4.0
2058,0.0,6.0
2059,1.0,0.0
2060,0.0,12.0
2061,1.0,2.0
2062,5.0,4.0
2063,0.0,5.0
2064,0.0,5.0
2065,1.0,5.0
2066,2.0,2.0
2067,1.0,5.0
2068,0.0,0.0
2069,1.0,4.0
2070,4.0,6.0
2071,2.0,1.0
2072,1.0,7.0
2073,1.0,8.0
2074,2.0,7.0
2075,4.0,0.0
2076,0.0,3.0
2077,1.0,5.0
2078,2.0,5.0
2079,2.0,3.0
2080,3.0,2.0
2081,1.0,5.0
2082,1.0,3.0
2083,1.0,4.0
2084,2.0,8.0
2085,3.0,3.0
2086,0.0,2.0
2087,3.0,0.0
2088,3.0,1.0
2089,7.0,6.0
2090,1.0,6.0
2091,1.0,3.0
2092,1.0,1.0
2093,1.0,3.0
2094,2.0,4.0
2095,1.0,1.0
2096,1.0,5.0
2097,3.0,4.0
2098,2.0,3.0
2099,1.0,6.0
2100,1.0,5.0
