Year,Warm,Cold
2020,1.0,4.0
2021,2.0,4.0
2022,2.0,8.0
2023,2.0,4.0
2024,1.0,7.0
2025,2.0,4.0
2026,0.0,8.0
2027,2.0,1.0
2028,1.0,6.0
2029,1.0,2.0
2030,1.0,1.0
2031,2.0,3.0
2032,0.0,3.0
2033,1.0,4.0
2034,0.0,6.0
2035,3.0,3.0
2036,0.0,3.0
2037,1.0,6.0
2038,1.0,1.0
2039,1.0,4.0
2040,3.0,8.0
2041,2.0,4.0
2042,1.0,2.0
2043,3.0,6.0
2044,4.0,4.0
2045,0.0,6.0
2046,2.0,3.0
2047,1.0,4.0
2048,1.0,4.0
2049,1.0,4.0
2050,2.0,5.0
2051,1.0,4.0
2052,1.0,11.0
2053,3.0,5.0
2054,0.0,5.0
2055,1.0,4.0
2056,2.0,5.0
2057,3.0,5.0
2058,1.0,3.0
2059,5.0,4.0
2060,4.0,6.0
2061,0.0,7.0
2062,1.0,9.0
2063,4.0,1.0
2064,1.0,2.0
2065,1.0,6.0
2066,1.0,5.0
2067,2.0,9.0
2068,2.0,6.0
2069,2.0,5.0
2070,1.0,4.0
2071,1.0,4.0
2072,2.0,5.0
2073,1.0,2.0
2074,2.0,8.0
2075,0.0,4.0
2076,3.0,5.0
2077,1.0,4.0
2078,2.0,3.0
2079,2.0,4.0
2080,3.0,1.0
2081,3.0,5.0
2082,0.0,5.0
2083,2.0,2.0
2084,0.0,5.0
2085,0.0,6.0
2086,3.0,4.0
2087,2.0,3.0
2088,1.0,5.0
2089,1.0,3.0
2090,3.0,7.0
2091,1.0,3.0
2092,2.0,4.0
2093,1.0,2.0
2094,1.0,4.0
2095,1.0,5.0
2096,3.0,4.0
2097,0.0,1.0
2098,4.0,4.0
2099,1.0,5.0
2100,0.0,4.0
