Year,Warm,Cold
2020,0.0,3.0
2021,2.0,4.0
2022,0.0,5.0
2023,0.0,2.0
2024,2.0,2.0
2025,2.0,6.0
2026,3.0,4.0
2027,0.0,1.0
2028,0.0,4.0
2029,1.0,3.0
2030,1.0,3.0
2031,1.0,4.0
2032,1.0,4.0
2033,1.0,2.0
2034,1.0,4.0
2035,2.0,2.0
2036,1.0,4.0
2037,0.0,3.0
2038,1.0,5.0
2039,1.0,2.0
2040,0.0,5.0
2041,2.0,4.0
2042,1.0,11.0
2043,3.0,3.0
2044,2.0,4.0
2045,2.0,6.0
2046,1.0,1.0
2047,2.0,3.0
2048,2.0,6.0
2049,2.0,5.0
2050,1.0,3.0
2051,3.0,2.0
2052,1.0,3.0
2053,3.0,5.0
2054,4.0,5.0
2055,2.0,2.0
2056,0.0,5.0
2057,2.0,4.0
2058,1.0,3.0
2059,1.0,5.0
2060,2.0,5.0
2061,0.0,5.0
2062,0.0,3.0
2063,0.0,7.0
2064,2.0,9.0
2065,3.0,5.0
2066,1.0,6.0
2067,0.0,9.0
2068,0.0,2.0
2069,1.0,6.0
2070,2.0,1.0
2071,0.0,3.0
2072,1.0,6.0
2073,2.0,1.0
2074,2.0,4.0
2075,3.0,8.0
2076,2.0,2.0
2077,2.0,6.0
2078,3.0,3.0
2079,1.0,4.0
2080,2.0,5.0
2081,2.0,8.0
2082,0.0,3.0
2083,2.0,5.0
2084,2.0,1.0
2085,1.0,4.0
2086,2.0,3.0
2087,1.0,4.0
2088,0.0,5.0
2089,0.0,3.0
2090,1.0,9.0
2091,0.0,5.0
2092,2.0,7.0
2093,1.0,1.0
2094,0.0,6.0
2095,0.0,4.0
2096,1.0,7.0
2097,1.0,4.0
2098,0.0,4.0
2099,3.0,3.0
2100,0.0,2.0
