Year,Warm,Cold
2020,0.0,3.0
2021,1.0,7.0
2022,0.0,3.0
2023,1.0,3.0
2024,1.0,1.0
2025,1.0,8.0
2026,2.0,6.0
2027,0.0,4.0
2028,3.0,6.0
2029,1.0,3.0
2030,4.0,5.0
2031,3.0,3.0
2032,1.0,0.0
2033,1.0,8.0
2034,0.0,4.0
2035,0.0,3.0
2036,0.0,3.0
2037,0.0,6.0
2038,3.0,2.0
2039,0.0,4.0
2040,4.0,7.0
2041,1.0,6.0
2042,0.0,2.0
2043,1.0,5.0
2044,1.0,3.0
2045,2.0,5.0
2046,2.0,4.0
2047,0.0,8.0
2048,0.0,1.0
2049,1.0,6.0
2050,0.0,5.0
2051,2.0,8.0
2052,1.0,4.0
2053,1.0,4.0
2054,1.0,7.0
2055,2.0,1.0
2056,1.0,2.0
2057,4.0,2.0
2058,1.0,8.0
2059,2.0,5.0
2060,1.0,3.0
2061,4.0,8.0
2062,1.0,3.0
2063,1.0,6.0
2064,1.0,5.0
2065,0.0,2.0
2066,0.0,8.0
2067,2.0,3.0
2068,1.0,5.0
2069,2.0,5.0
2070,2.0,5.0
2071,2.0,5.0
2072,4.0,2.0
2073,4.0,3.0
2074,3.0,2.0
2075,0.0,5.0
2076,0.0,3.0
2077,2.0,8.0
2078,1.0,4.0
2079,2.0,3.0
2080,2.0,1.0
2081,2.0,4.0
2082,0.0,5.0
2083,4.0,2.0
2084,1.0,2.0
2085,0.0,2.0
2086,1.0,5.0
2087,2.0,1.0
2088,2.0,5.0
2089,2.0,3.0
2090,5.0,3.0
2091,5.0,3.0
2092,0.0,5.0
2093,2.0,4.0
2094,2.0,3.0
2095,3.0,6.0
2096,2.0,4.0
2097,1.0,1.0
2098,2.0,6.0
2099,2.0,3.0
2100,0.0,4.0
