Year,Warm,Cold
2020,2.0,4.0
2021,4.0,8.0
2022,2.0,3.0
2023,1.0,8.0
2024,0.0,0.0
2025,2.0,5.0
2026,1.0,1.0
2027,0.0,5.0
2028,2.0,8.0
2029,4.0,4.0
2030,1.0,6.0
2031,2.0,3.0
2032,2.0,3.0
2033,1.0,2.0
2034,3.0,3.0
2035,0.0,2.0
2036,2.0,4.0
2037,3.0,4.0
2038,2.0,4.0
2039,0.0,4.0
2040,2.0,4.0
2041,1.0,8.0
2042,3.0,4.0
2043,2.0,1.0
2044,0.0,1.0
2045,1.0,3.0
2046,1.0,4.0
2047,1.0,2.0
2048,1.0,4.0
2049,1.0,4.0
2050,3.0,8.0
2051,5.0,7.0
2052,2.0,4.0
2053,3.0,7.0
2054,2.0,3.0
2055,2.0,3.0
2056,0.0,0.0
2057,1.0,4.0
2058,0.0,4.0
2059,2.0,7.0
2060,1.0,2.0
2061,2.0,7.0
2062,2.0,2.0
2063,1.0,4.0
2064,4.0,6.0
2065,1.0,6.0
2066,3.0,7.0
2067,3.0,1.0
2068,0.0,2.0
2069,2.0,4.0
2070,2.0,2.0
2071,1.0,2.0
2072,0.0,4.0
2073,3.0,4.0
2074,3.0,2.0
2075,1.0,7.0
2076,1.0,6.0
2077,1.0,3.0
2078,0.0,5.0
2079,1.0,6.0
2080,2.0,2.0
2081,0.0,9.0
2082,1.0,3.0
2083,3.0,4.0
2084,0.0,4.0
2085,4.0,8.0
2086,1.0,4.0
2087,1.0,3.0
2088,2.0,5.0
2089,1.0,3.0
2090,0.0,3.0
2091,2.0,8.0
2092,2.0,5.0
2093,1.0,7.0
2094,0.0,4.0
2095,0.0,5.0
2096,0.0,6.0
2097,2.0,4.0
2098,2.0,1.0
2099,0.0,9.0
2100,2.0,5.0
