Year,Warm,Cold
2020,1.0,2.0
2021,0.0,3.0
2022,0.0,5.0
2023,1.0,5.0
2024,2.0,2.0
2025,1.0,4.0
2026,1.0,7.0
2027,2.0,1.0
2028,2.0,1.0
2029,3.0,4.0
2030,2.0,4.0
2031,3.0,8.0
2032,1.0,3.0
2033,1.0,5.0
2034,1.0,6.0
2035,1.0,7.0
2036,1.0,2.0
2037,1.0,2.0
2038,1.0,4.0
2039,0.0,3.0
2040,1.0,3.0
2041,2.0,3.0
2042,0.0,4.0
2043,0.0,4.0
2044,3.0,3.0
2045,3.0,5.0
2046,0.0,4.0
2047,2.0,2.0
2048,0.0,2.0
2049,0.0,4.0
2050,2.0,4.0
2051,1.0,6.0
2052,3.0,2.0
2053,3.0,3.0
2054,1.0,5.0
2055,1.0,3.0
2056,3.0,2.0
2057,0.0,3.0
2058,1.0,2.0
2059,1.0,4.0
2060,1.0,6.0
2061,1.0,2.0
2062,4.0,3.0
2063,2.0,7.0
2064,1.0,7.0
2065,2.0,8.0
2066,1.0,2.0
2067,3.0,6.0
2068,4.0,2.0
2069,5.0,6.0
2070,2.0,4.0
2071,1.0,1.0
2072,2.0,6.0
2073,2.0,3.0
2074,3.0,7.0
2075,1.0,3.0
2076,2.0,6.0
2077,0.0,5.0
2078,5.0,5.0
2079,1.0,5.0
2080,1.0,6.0
2081,2.0,4.0
2082,2.0,6.0
2083,4.0,5.0
2084,4.0,4.0
2085,1.0,2.0
2086,1.0,2.0
2087,0.0,8.0
2088,1.0,3.0
2089,2.0,3.0
2090,2.0,5.0
2091,2.0,3.0
2092,4.0,2.0
2093,2.0,1.0
2094,1.0,6.0
2095,2.0,2.0
2096,1.0,3.0
2097,2.0,5.0
2098,3.0,3.0
2099,1.0,6.0
2100,2.0,3.0
