Year,Warm,Cold
2020,2.0,3.0
2021,1.0,4.0
2022,2.0,4.0
2023,4.0,6.0
2024,0.0,3.0
2025,2.0,3.0
2026,2.0,4.0
2027,2.0,5.0
2028,2.0,4.0
2029,1.0,1.0
2030,1.0,5.0
2031,0.0,5.0
2032,2.0,2.0
2033,0.0,3.0
2034,1.0,6.0
2035,3.0,5.0
2036,2.0,5.0
2037,3.0,4.0
2038,0.0,5.0
2039,3.0,4.0
2040,4.0,4.0
2041,0.0,2.0
2042,3.0,4.0
2043,3.0,4.0
2044,1.0,2.0
2045,2.0,3.0
2046,2.0,3.0
2047,3.0,8.0
2048,2.0,4.0
2049,2.0,1.0
2050,3.0,3.0
2051,0.0,4.0
2052,3.0,3.0
2053,1.0,5.0
2054,0.0,9.0
2055,3.0,4.0
2056,0.0,3.0
2057,0.0,5.0
2058,1.0,4.0
2059,2.0,2.0
2060,2.0,4.0
2061,0.0,5.0
2062,2.0,6.0
2063,0.0,4.0
2064,0.0,7.0
2065,3.0,5.0
2066,1.0,3.0
2067,5.0,0.0
2068,0.0,3.0
2069,3.0,2.0
2070,2.0,1.0
2071,1.0,4.0
2072,1.0,4.0
2073,3.0,3.0
2074,3.0,4.0
2075,1.0,7.0
2076,4.0,5.0
2077,3.0,2.0
2078,3.0,3.0
2079,2.0,5.0
2080,0.0,1.0
2081,1.0,1.0
2082,1.0,5.0
2083,2.0,6.0
2084,3.0,4.0
2085,1.0,1.0
2086,0.0,1.0
2087,3.0,6.0
2088,2.0,0.0
2089,2.0,4.0
2090,2.0,4.0
2091,1.0,3.0
2092,1.0,5.0
2093,2.0,8.0
2094,3.0,2.0
2095,1.0,1.0
2096,5.0,1.0
2097,3.0,5.0
2098,0.0,6.0
2099,2.0,5.0
2100,2.0,0.0
