Year,Warm,Cold
2020,0.0,2.0
2021,2.0,0.0
2022,1.0,0.0
2023,2.0,5.0
2024,3.0,6.0
2025,1.0,2.0
2026,1.0,6.0
2027,0.0,5.0
2028,2.0,2.0
2029,1.0,5.0
2030,4.0,8.0
2031,0.0,6.0
2032,0.0,5.0
2033,1.0,8.0
2034,0.0,3.0
2035,0.0,3.0
2036,3.0,6.0
2037,2.0,7.0
2038,2.0,5.0
2039,2.0,3.0
2040,4.0,4.0
2041,2.0,6.0
2042,1.0,4.0
2043,2.0,4.0
2044,0.0,4.0
2045,0.0,5.0
2046,0.0,6.0
2047,1.0,3.0
2048,3.0,2.0
2049,0.0,3.0
2050,1.0,3.0
2051,1.0,5.0
2052,0.0,4.0
2053,1.0,0.0
2054,1.0,4.0
2055,0.0,2.0
2056,2.0,5.0
2057,3.0,3.0
2058,0.0,7.0
2059,2.0,3.0
2060,1.0,2.0
2061,2.0,6.0
2062,2.0,2.0
2063,5.0,4.0
2064,2.0,1.0
2065,4.0,1.0
2066,2.0,13.0
2067,2.0,2.0
2068,0.0,8.0
2069,2.0,5.0
2070,5.0,7.0
2071,1.0,6.0
2072,0.0,9.0
2073,2.0,3.0
2074,2.0,1.0
2075,2.0,2.0
2076,0.0,2.0
2077,2.0,9.0
2078,2.0,6.0
2079,3.0,3.0
2080,0.0,9.0
2081,3.0,2.0
2082,4.0,5.0
2083,3.0,5.0
2084,1.0,7.0
2085,1.0,4.0
2086,0.0,4.0
2087,0.0,3.0
2088,2.0,4.0
2089,2.0,1.0
2090,2.0,5.0
2091,1.0,3.0
2092,2.0,8.0
2093,0.0,4.0
2094,3.0,3.0
2095,0.0,6.0
2096,1.0,6.0
2097,0.0,6.0
2098,0.0,3.0
2099,2.0,4.0
2100,1.0,4.0
