Year,Warm,Cold
2020,0.0,2.0
2021,2.0,3.0
2022,2.0,3.0
2023,4.0,4.0
2024,1.0,4.0
2025,1.0,4.0
2026,4.0,4.0
2027,2.0,1.0
2028,1.0,4.0
2029,1.0,3.0
2030,0.0,4.0
2031,1.0,7.0
2032,1.0,3.0
2033,2.0,1.0
2034,0.0,7.0
2035,1.0,3.0
2036,1.0,1.0
2037,0.0,8.0
2038,0.0,5.0
2039,3.0,6.0
2040,0.0,7.0
2041,1.0,5.0
2042,0.0,5.0
2043,3.0,5.0
2044,0.0,3.0
2045,1.0,2.0
2046,5.0,0.0
2047,2.0,6.0
2048,0.0,7.0
2049,0.0,4.0
2050,2.0,1.0
2051,1.0,3.0
2052,0.0,5.0
2053,0.0,3.0
2054,0.0,4.0
2055,1.0,2.0
2056,1.0,6.0
2057,3.0,3.0
2058,5.0,4.0
2059,0.0,4.0
2060,1.0,4.0
2061,1.0,5.0
2062,1.0,3.0
2063,3.0,5.0
2064,0.0,5.0
2065,3.0,7.0
2066,0.0,4.0
2067,0.0,5.0
2068,2.0,6.0
2069,3.0,3.0
2070,1.0,6.0
2071,0.0,4.0
2072,0.0,3.0
2073,1.0,6.0
2074,0.0,4.0
2075,1.0,1.0
2076,1.0,6.0
2077,3.0,3.0
2078,0.0,6.0
2079,4.0,2.0
2080,2.0,5.0
2081,0.0,3.0
2082,1.0,6.0
2083,3.0,2.0
2084,3.0,5.0
2085,1.0,7.0
2086,0.0,5.0
2087,2.0,8.0
2088,1.0,6.0
2089,2.0,3.0
2090,4.0,2.0
2091,2.0,2.0
2092,1.0,1.0
2093,0.0,1.0
2094,8.0,4.0
2095,3.0,4.0
2096,4.0,4.0
2097,2.0,3.0
2098,3.0,2.0
2099,3.0,6.0
2100,1.0,5.0
