Year,Warm,Cold
2020,2.0,6.0
2021,3.0,2.0
2022,0.0,2.0
2023,2.0,3.0
2024,2.0,4.0
2025,4.0,5.0
2026,2.0,5.0
2027,0.0,4.0
2028,2.0,3.0
2029,0.0,3.0
2030,2.0,3.0
2031,1.0,5.0
2032,2.0,6.0
2033,0.0,5.0
2034,2.0,5.0
2035,1.0,7.0
2036,0.0,1.0
2037,2.0,4.0
2038,1.0,7.0
2039,1.0,3.0
2040,4.0,4.0
2041,1.0,7.0
2042,5.0,1.0
2043,0.0,2.0
2044,0.0,2.0
2045,0.0,6.0
2046,2.0,5.0
2047,1.0,5.0
2048,2.0,7.0
2049,2.0,3.0
2050,0.0,3.0
2051,1.0,2.0
2052,0.0,3.0
2053,3.0,7.0
2054,1.0,3.0
2055,4.0,4.0
2056,2.0,5.0
2057,3.0,3.0
2058,3.0,4.0
2059,1.0,5.0
2060,2.0,0.0
2061,1.0,3.0
2062,1.0,7.0
2063,2.0,6.0
2064,0.0,6.0
2065,1.0,7.0
2066,0.0,6.0
2067,2.0,4.0
2068,1.0,2.0
2069,1.0,0.0
2070,1.0,2.0
2071,1.0,5.0
2072,1.0,2.0
2073,4.0,5.0
2074,3.0,4.0
2075,1.0,7.0
2076,0.0,2.0
2077,2.0,4.0
2078,1.0,4.0
2079,0.0,4.0
2080,2.0,6.0
2081,0.0,7.0
2082,3.0,4.0
2083,2.0,4.0
2084,1.0,4.0
2085,1.0,8.0
2086,2.0,4.0
2087,4.0,4.0
2088,0.0,3.0
2089,0.0,4.0
2090,2.0,5.0
2091,2.0,4.0
2092,0.0,3.0
2093,3.0,2.0
2094,3.0,4.0
2095,1.0,2.0
2096,0.0,1.0
2097,1.0,7.0
2098,1.0,2.0
2099,0.0,4.0
2100,1.0,4.0
