Year,Warm,Cold
2020,2.0,2.0
2021,1.0,5.0
2022,1.0,6.0
2023,1.0,4.0
2024,0.0,2.0
2025,2.0,2.0
2026,0.0,4.0
2027,1.0,6.0
2028,4.0,6.0
2029,1.0,2.0
2030,1.0,6.0
2031,1.0,0.0
2032,2.0,3.0
2033,2.0,8.0
2034,0.0,3.0
2035,2.0,4.0
2036,4.0,5.0
2037,3.0,2.0
2038,2.0,5.0
2039,2.0,5.0
2040,2.0,2.0
2041,1.0,3.0
2042,2.0,2.0
2043,1.0,2.0
2044,3.0,5.0
2045,1.0,1.0
2046,0.0,5.0
2047,2.0,2.0
2048,1.0,0.0
2049,1.0,6.0
2050,1.0,6.0
2051,1.0,5.0
2052,1.0,6.0
2053,2.0,7.0
2054,1.0,6.0
2055,1.0,8.0
2056,1.0,2.0
2057,1.0,3.0
2058,2.0,5.0
2059,1.0,6.0
2060,4.0,5.0
2061,3.0,6.0
2062,1.0,3.0
2063,7.0,3.0
2064,1.0,3.0
2065,1.0,4.0
2066,2.0,3.0
2067,0.0,5.0
2068,2.0,6.0
2069,1.0,8.0
2070,1.0,2.0
2071,0.0,4.0
2072,3.0,1.0
2073,2.0,1.0
2074,2.0,3.0
2075,1.0,3.0
2076,0.0,4.0
2077,1.0,3.0
2078,2.0,3.0
2079,1.0,5.0
2080,3.0,3.0
2081,5.0,6.0
2082,3.0,6.0
2083,0.0,0.0
2084,2.0,5.0
2085,4.0,5.0
2086,0.0,3.0
2087,2.0,4.0
2088,2.0,7.0
2089,1.0,8.0
2090,0.0,4.0
2091,4.0,3.0
2092,0.0,4.0
2093,1.0,3.0
2094,0.0,4.0
2095,1.0,3.0
2096,1.0,5.0
2097,0.0,2.0
2098,3.0,4.0
2099,1.0,1.0
2100,3.0,2.0
