Year,Warm,Cold
2020,2.0,5.0
2021,1.0,1.0
2022,1.0,2.0
2023,4.0,6.0
2024,1.0,5.0
2025,3.0,4.0
2026,3.0,0.0
2027,2.0,1.0
2028,2.0,6.0
2029,4.0,6.0
2030,0.0,6.0
2031,2.0,5.0
2032,5.0,4.0
2033,0.0,5.0
2034,0.0,5.0
2035,2.0,6.0
2036,1.0,5.0
2037,1.0,5.0
2038,2.0,6.0
2039,3.0,4.0
2040,0.0,1.0
2041,1.0,2.0
2042,2.0,3.0
2043,2.0,6.0
2044,5.0,4.0
2045,4.0,5.0
2046,1.0,4.0
2047,0.0,4.0
2048,2.0,3.0
2049,2.0,4.0
2050,2.0,7.0
2051,3.0,6.0
2052,0.0,4.0
2053,2.0,9.0
2054,1.0,5.0
2055,1.0,7.0
2056,1.0,3.0
2057,4.0,5.0
2058,1.0,2.0
2059,0.0,3.0
2060,1.0,6.0
2061,0.0,4.0
2062,1.0,7.0
2063,2.0,6.0
2064,0.0,5.0
2065,3.0,1.0
2066,0.0,3.0
2067,0.0,5.0
2068,1.0,4.0
2069,2.0,5.0
2070,3.0,4.0
2071,2.0,5.0
2072,2.0,5.0
2073,1.0,7.0
2074,3.0,3.0
2075,3.0,2.0
2076,1.0,4.0
2077,3.0,0.0
2078,4.0,0.0
2079,1.0,4.0
2080,1.0,5.0
2081,3.0,3.0
2082,2.0,8.0
2083,2.0,2.0
2084,2.0,5.0
2085,3.0,5.0
2086,3.0,4.0
2087,1.0,2.0
2088,2.0,4.0
2089,1.0,1.0
2090,0.0,2.0
2091,2.0,3.0
2092,0.0,5.0
2093,0.0,2.0
2094,1.0,3.0
2095,0.0,5.0
2096,3.0,2.0
2097,1.0,3.0
2098,1.0,1.0
2099,2.0,3.0
2100,0.0,2.0
