Year,Warm,Cold
2020,1.0,4.0
2021,1.0,5.0
2022,1.0,7.0
2023,0.0,2.0
2024,1.0,2.0
2025,0.0,3.0
2026,1.0,4.0
2027,0.0,4.0
2028,0.0,2.0
2029,0.0,9.0
2030,2.0,2.0
2031,4.0,7.0
2032,2.0,5.0
2033,2.0,2.0
2034,2.0,3.0
2035,1.0,6.0
2036,1.0,2.0
2037,1.0,2.0
2038,3.0,1.0
2039,1.0,2.0
2040,3.0,5.0
2041,1.0,4.0
2042,1.0,2.0
2043,1.0,5.0
2044,0.0,1.0
2045,0.0,7.0
2046,0.0,1.0
2047,1.0,3.0
2048,1.0,4.0
2049,2.0,5.0
2050,3.0,2.0
2051,0.0,7.0
2052,3.0,1.0
2053,0.0,7.0
2054,4.0,3.0
2055,0.0,2.0
2056,1.0,5.0
2057,0.0,6.0
2058,2.0,8.0
2059,2.0,3.0
2060,1.0,3.0
2061,3.0,2.0
2062,1.0,5.0
2063,0.0,4.0
2064,0.0,2.0
2065,5.0,3.0
2066,3.0,4.0
2067,2.0,6.0
2068,1.0,5.0
2069,2.0,4.0
2070,1.0,7.0
2071,2.0,4.0
2072,1.0,2.0
2073,1.0,5.0
2074,2.0,6.0
2075,4.0,5.0
2076,1.0,6.0
2077,1.0,3.0
2078,1.0,6.0
2079,4.0,5.0
2080,1.0,5.0
2081,1.0,4.0
2082,3.0,6.0
2083,1.0,6.0
2084,4.0,3.0
2085,1.0,3.0
2086,0.0,3.0
2087,0.0,5.0
2088,2.0,5.0
2089,2.0,6.0
2090,3.0,4.0
2091,2.0,1.0
2092,1.0,3.0
2093,1.0,5.0
2094,0.0,1.0
2095,1.0,7.0
2096,0.0,9.0
2097,1.0,4.0
2098,0.0,7.0
2099,1.0,3.0
2100,1.0,3.0
