Year,Warm,Cold
2020,3.0,2.0
2021,1.0,6.0
2022,0.0,5.0
2023,1.0,2.0
2024,0.0,6.0
2025,3.0,7.0
2026,0.0,5.0
2027,2.0,6.0
2028,3.0,2.0
2029,1.0,10.0
2030,2.0,6.0
2031,0.0,3.0
2032,3.0,6.0
2033,0.0,1.0
2034,1.0,3.0
2035,0.0,7.0
2036,1.0,5.0
2037,2.0,2.0
2038,1.0,4.0
2039,0.0,2.0
2040,1.0,4.0
2041,0.0,6.0
2042,0.0,3.0
2043,0.0,3.0
2044,0.0,6.0
2045,2.0,5.0
2046,0.0,4.0
2047,0.0,5.0
2048,2.0,6.0
2049,5.0,1.0
2050,2.0,3.0
2051,2.0,6.0
2052,1.0,6.0
2053,0.0,4.0
2054,1.0,3.0
2055,2.0,4.0
2056,1.0,3.0
2057,2.0,7.0
2058,1.0,5.0
2059,2.0,2.0
2060,1.0,5.0
2061,1.0,3.0
2062,4.0,5.0
2063,0.0,4.0
2064,1.0,4.0
2065,0.0,4.0
2066,1.0,4.0
2067,0.0,1.0
2068,1.0,8.0
2069,2.0,4.0
2070,2.0,0.0
2071,2.0,0.0
2072,1.0,3.0
2073,1.0,8.0
2074,2.0,2.0
2075,1.0,4.0
2076,3.0,4.0
2077,2.0,2.0
2078,2.0,2.0
2079,1.0,4.0
2080,0.0,4.0
2081,1.0,5.0
2082,2.0,5.0
2083,2.0,5.0
2084,1.0,3.0
2085,1.0,2.0
2086,1.0,3.0
2087,0.0,7.0
2088,2.0,3.0
2089,2.0,4.0
2090,3.0,1.0
2091,1.0,2.0
2092,0.0,5.0
2093,2.0,1.0
2094,2.0,4.0
2095,3.0,5.0
2096,3.0,4.0
2097,0.0,3.0
2098,0.0,2.0
2099,2.0,6.0
2100,2.0,3.0
