Year,Warm,Cold
2020,0.0,5.0
2021,1.0,6.0
2022,0.0,6.0
2023,4.0,5.0
2024,0.0,5.0
2025,1.0,4.0
2026,1.0,6.0
2027,1.0,2.0
2028,1.0,1.0
2029,1.0,0.0
2030,0.0,2.0
2031,3.0,3.0
2032,0.0,3.0
2033,1.0,8.0
2034,1.0,7.0
2035,2.0,0.0
2036,3.0,2.0
2037,2.0,5.0
2038,1.0,4.0
2039,2.0,7.0
2040,2.0,2.0
2041,1.0,1.0
2042,2.0,5.0
2043,2.0,6.0
2044,3.0,4.0
2045,2.0,2.0
2046,0.0,3.0
2047,6.0,4.0
2048,1.0,3.0
2049,0.0,8.0
2050,2.0,5.0
2051,1.0,4.0
2052,2.0,4.0
2053,1.0,6.0
2054,5.0,3.0
2055,1.0,2.0
2056,3.0,6.0
2057,3.0,8.0
2058,1.0,2.0
2059,6.0,5.0
2060,1.0,3.0
2061,1.0,0.0
2062,0.0,2.0
2063,0.0,5.0
2064,0.0,1.0
2065,1.0,3.0
2066,0.0,4.0
2067,2.0,5.0
2068,1.0,2.0
2069,3.0,3.0
2070,2.0,6.0
2071,0.0,9.0
2072,3.0,6.0
2073,3.0,3.0
2074,2.0,4.0
2075,4.0,7.0
2076,0.0,3.0
2077,0.0,4.0
2078,1.0,5.0
2079,1.0,5.0
2080,1.0,5.0
2081,2.0,6.0
2082,1.0,6.0
2083,2.0,5.0
2084,0.0,3.0
2085,2.0,4.0
2086,0.0,4.0
2087,0.0,6.0
2088,2.0,3.0
2089,1.0,6.0
2090,4.0,3.0
2091,1.0,3.0
2092,2.0,5.0
2093,4.0,3.0
2094,1.0,4.0
2095,1.0,6.0
2096,0.0,6.0
2097,0.0,5.0
2098,3.0,8.0
2099,3.0,7.0
2100,3.0,2.0
