Year,Warm,Cold
2020,0.0,5.0
2021,3.0,4.0
2022,3.0,4.0
2023,2.0,3.0
2024,1.0,2.0
2025,1.0,4.0
2026,1.0,3.0
2027,2.0,1.0
2028,3.0,6.0
2029,3.0,2.0
2030,1.0,6.0
2031,1.0,6.0
2032,4.0,2.0
2033,2.0,3.0
2034,2.0,2.0
2035,0.0,10.0
2036,2.0,4.0
2037,3.0,1.0
2038,1.0,1.0
2039,4.0,5.0
2040,1.0,5.0
2041,1.0,2.0
2042,0.0,1.0
2043,0.0,3.0
2044,1.0,1.0
2045,0.0,9.0
2046,3.0,5.0
2047,2.0,1.0
2048,2.0,3.0
2049,1.0,7.0
2050,2.0,4.0
2051,2.0,3.0
2052,3.0,6.0
2053,3.0,4.0
2054,2.0,4.0
2055,0.0,6.0
2056,2.0,3.0
2057,2.0,2.0
2058,1.0,5.0
2059,0.0,2.0
2060,2.0,7.0
2061,1.0,8.0
2062,2.0,4.0
2063,2.0,2.0
2064,1.0,7.0
2065,6.0,4.0
2066,1.0,3.0
2067,1.0,5.0
2068,2.0,3.0
2069,1.0,5.0
2070,1.0,6.0
2071,2.0,2.0
2072,3.0,5.0
2073,3.0,3.0
2074,3.0,5.0
2075,3.0,2.0
2076,0.0,3.0
2077,2.0,4.0
2078,0.0,2.0
2079,0.0,3.0
2080,3.0,5.0
2081,1.0,6.0
2082,0.0,8.0
2083,2.0,4.0
2084,1.0,2.0
2085,0.0,5.0
2086,2.0,2.0
2087,2.0,5.0
2088,1.0,2.0
2089,1.0,4.0
2090,0.0,11.0
2091,3.0,1.0
2092,3.0,3.0
2093,0.0,6.0
2094,0.0,1.0
2095,3.0,5.0
2096,1.0,3.0
2097,1.0,5.0
2098,0.0,5.0
2099,1.0,8.0
2100,2.0,2.0
