Year,Warm,Cold
2020,1.0,6.0
2021,4.0,5.0
2022,1.0,3.0
2023,2.0,3.0
2024,3.0,3.0
2025,2.0,2.0
2026,0.0,2.0
2027,0.0,5.0
2028,0.0,5.0
2029,2.0,6.0
2030,1.0,0.0
2031,1.0,6.0
2032,2.0,6.0
2033,0.0,4.0
2034,0.0,3.0
2035,3.0,5.0
2036,3.0,2.0
2037,2.0,8.0
2038,3.0,5.0
2039,1.0,4.0
2040,0.0,6.0
2041,2.0,4.0
2042,2.0,4.0
2043,4.0,4.0
2044,2.0,2.0
2045,0.0,2.0
2046,0.0,3.0
2047,1.0,2.0
2048,4.0,4.0
2049,2.0,6.0
2050,0.0,3.0
2051,2.0,5.0
2052,1.0,1.0
2053,1.0,4.0
2054,2.0,5.0
2055,5.0,4.0
2056,0.0,2.0
2057,1.0,3.0
2058,3.0,3.0
2059,2.0,5.0
2060,1.0,3.0
2061,1.0,6.0
2062,3.0,6.0
2063,2.0,2.0
2064,2.0,7.0
2065,1.0,5.0
2066,0.0,2.0
2067,3.0,5.0
2068,3.0,6.0
2069,1.0,2.0
2070,1.0,8.0
2071,2.0,3.0
2072,2.0,5.0
2073,4.0,3.0
2074,3.0,4.0
2075,2.0,10.0
2076,2.0,4.0
2077,1.0,6.0
2078,1.0,5.0
2079,1.0,5.0
2080,1.0,6.0
2081,1.0,6.0
2082,2.0,5.0
2083,3.0,4.0
2084,2.0,2.0
2085,4.0,3.0
2086,1.0,5.0
2087,1.0,4.0
2088,2.0,4.0
2089,1.0,5.0
2090,2.0,2.0
2091,3.0,4.0
2092,2.0,6.0
2093,2.0,1.0
2094,3.0,3.0
2095,1.0,5.0
2096,2.0,6.0
2097,1.0,2.0
2098,3.0,4.0
2099,1.0,6.0
2100,1.0,1.0
