Year,Warm,Cold
2020,1.0,5.0
2021,3.0,3.0
2022,2.0,5.0
2023,2.0,3.0
2024,3.0,8.0
2025,1.0,5.0
2026,1.0,2.0
2027,1.0,5.0
2028,2.0,0.0
2029,1.0,2.0
2030,0.0,9.0
2031,3.0,2.0
2032,3.0,5.0
2033,1.0,5.0
2034,2.0,5.0
2035,1.0,2.0
2036,1.0,4.0
2037,1.0,3.0
2038,1.0,4.0
2039,1.0,0.0
2040,2.0,5.0
2041,3.0,1.0
2042,3.0,2.0
2043,0.0,3.0
2044,3.0,6.0
2045,1.0,3.0
2046,0.0,5.0
2047,0.0,1.0
2048,2.0,2.0
2049,2.0,3.0
2050,1.0,4.0
2051,1.0,5.0
2052,1.0,2.0
2053,2.0,8.0
2054,1.0,4.0
2055,6.0,3.0
2056,0.0,4.0
2057,1.0,9.0
2058,1.0,5.0
2059,0.0,3.0
2060,1.0,3.0
2061,0.0,4.0
2062,2.0,4.0
2063,2.0,4.0
2064,1.0,2.0
2065,2.0,2.0
2066,0.0,3.0
2067,1.0,5.0
2068,1.0,1.0
2069,2.0,4.0
2070,0.0,2.0
2071,2.0,4.0
2072,1.0,8.0
2073,2.0,3.0
2074,0.0,2.0
2075,0.0,4.0
2076,2.0,6.0
2077,2.0,7.0
2078,0.0,3.0
2079,3.0,4.0
2080,2.0,5.0
2081,0.0,5.0
2082,1.0,6.0
2083,0.0,3.0
2084,2.0,2.0
2085,2.0,3.0
2086,1.0,4.0
2087,2.0,8.0
2088,1.0,5.0
2089,0.0,2.0
2090,0.0,5.0
2091,3.0,5.0
2092,1.0,9.0
2093,1.0,3.0
2094,2.0,4.0
2095,3.0,9.0
2096,1.0,4.0
2097,0.0,2.0
2098,3.0,3.0
2099,0.0,5.0
2100,1.0,7.0
