Year,Warm,Cold
2020,0.0,5.0
2021,2.0,7.0
2022,2.0,4.0
2023,0.0,5.0
2024,1.0,3.0
2025,2.0,3.0
2026,4.0,2.0
2027,1.0,3.0
2028,2.0,3.0
2029,1.0,4.0
2030,5.0,6.0
2031,0.0,4.0
2032,1.0,2.0
2033,1.0,3.0
2034,2.0,4.0
2035,1.0,1.0
2036,0.0,3.0
2037,1.0,1.0
2038,3.0,2.0
2039,3.0,10.0
2040,0.0,7.0
2041,2.0,4.0
2042,0.0,6.0
2043,2.0,2.0
2044,1.0,3.0
2045,2.0,9.0
2046,2.0,2.0
2047,1.0,3.0
2048,2.0,3.0
2049,0.0,2.0
2050,1.0,5.0
2051,0.0,4.0
2052,3.0,4.0
2053,2.0,3.0
2054,1.0,3.0
2055,0.0,3.0
2056,3.0,2.0
2057,1.0,3.0
2058,1.0,7.0
2059,1.0,3.0
2060,1.0,9.0
2061,1.0,6.0
2062,0.0,6.0
2063,1.0,3.0
2064,4.0,4.0
2065,3.0,5.0
2066,3.0,3.0
2067,2.0,5.0
2068,2.0,6.0
2069,4.0,2.0
2070,1.0,2.0
2071,4.0,9.0
2072,2.0,3.0
2073,0.0,1.0
2074,2.0,2.0
2075,1.0,4.0
2076,2.0,3.0
2077,5.0,4.0
2078,2.0,3.0
2079,2.0,7.0
2080,0.0,4.0
2081,0.0,5.0
2082,0.0,3.0
2083,2.0,2.0
2084,3.0,3.0
2085,4.0,5.0
2086,1.0,5.0
2087,2.0,4.0
2088,1.0,6.0
2089,2.0,5.0
2090,1.0,11.0
2091,3.0,7.0
2092,2.0,2.0
2093,2.0,6.0
2094,4.0,7.0
2095,3.0,3.0
2096,3.0,6.0
2097,4.0,4.0
2098,2.0,3.0
2099,2.0,3.0
2100,1.0,2.0
