Year,Warm,Cold
2020,0.0,6.0
2021,1.0,6.0
2022,2.0,3.0
2023,3.0,6.0
2024,1.0,1.0
2025,0.0,5.0
2026,0.0,5.0
2027,1.0,4.0
2028,2.0,3.0
2029,0.0,1.0
2030,2.0,7.0
2031,3.0,3.0
2032,1.0,2.0
2033,2.0,6.0
2034,2.0,3.0
2035,1.0,8.0
2036,2.0,5.0
2037,4.0,6.0
2038,3.0,6.0
2039,2.0,2.0
2040,2.0,5.0
2041,2.0,8.0
2042,1.0,2.0
2043,2.0,3.0
2044,2.0,3.0
2045,2.0,1.0
2046,0.0,7.0
2047,0.0,3.0
2048,3.0,3.0
2049,1.0,2.0
2050,4.0,1.0
2051,2.0,5.0
2052,1.0,6.0
2053,1.0,5.0
2054,5.0,6.0
2055,1.0,2.0
2056,1.0,3.0
2057,3.0,5.0
2058,5.0,5.0
2059,1.0,4.0
2060,1.0,3.0
2061,1.0,2.0
2062,3.0,3.0
2063,2.0,2.0
2064,4.0,3.0
2065,0.0,6.0
2066,0.0,9.0
2067,0.0,2.0
2068,2.0,3.0
2069,1.0,9.0
2070,3.0,5.0
2071,2.0,2.0
2072,1.0,4.0
2073,0.0,1.0
2074,2.0,4.0
2075,0.0,1.0
2076,3.0,5.0
2077,0.0,5.0
2078,2.0,5.0
2079,2.0,5.0
2080,3.0,6.0
2081,1.0,4.0
2082,3.0,8.0
2083,0.0,4.0
2084,0.0,5.0
2085,2.0,4.0
2086,2.0,4.0
2087,4.0,7.0
2088,1.0,3.0
2089,1.0,4.0
2090,3.0,3.0
2091,2.0,0.0
2092,0.0,9.0
2093,2.0,2.0
2094,2.0,4.0
2095,1.0,3.0
2096,1.0,2.0
2097,0.0,4.0
2098,1.0,5.0
2099,2.0,4.0
2100,2.0,4.0
