Year,Warm,Cold
2020,0.0,1.0
2021,0.0,6.0
2022,0.0,1.0
2023,0.0,5.0
2024,1.0,3.0
2025,0.0,1.0
2026,2.0,8.0
2027,2.0,2.0
2028,2.0,5.0
2029,2.0,6.0
2030,0.0,7.0
2031,1.0,3.0
2032,0.0,2.0
2033,1.0,2.0
2034,1.0,5.0
2035,0.0,3.0
2036,2.0,5.0
2037,0.0,9.0
2038,1.0,6.0
2039,0.0,2.0
2040,0.0,5.0
2041,0.0,3.0
2042,0.0,4.0
2043,0.0,4.0
2044,2.0,3.0
2045,2.0,3.0
2046,2.0,2.0
2047,0.0,4.0
2048,1.0,0.0
2049,2.0,1.0
2050,1.0,4.0
2051,2.0,4.0
2052,0.0,5.0
2053,1.0,6.0
2054,2.0,4.0
2055,2.0,7.0
2056,0.0,5.0
2057,0.0,3.0
2058,1.0,2.0
2059,1.0,5.0
2060,1.0,4.0
2061,1.0,2.0
2062,2.0,3.0
2063,4.0,5.0
2064,2.0,3.0
2065,0.0,4.0
2066,0.0,5.0
2067,0.0,2.0
2068,2.0,6.0
2069,3.0,5.0
2070,1.0,4.0
2071,2.0,3.0
2072,3.0,4.0
2073,1.0,5.0
2074,1.0,6.0
2075,2.0,3.0
2076,1.0,4.0
2077,4.0,6.0
2078,0.0,10.0
2079,2.0,3.0
2080,0.0,3.0
2081,3.0,6.0
2082,3.0,6.0
2083,3.0,2.0
2084,3.0,2.0
2085,0.0,4.0
2086,3.0,5.0
2087,0.0,4.0
2088,1.0,6.0
2089,0.0,4.0
2090,1.0,1.0
2091,2.0,5.0
2092,2.0,5.0
2093,1.0,6.0
2094,0.0,4.0
2095,1.0,4.0
2096,2.0,5.0
2097,4.0,5.0
2098,0.0,3.0
2099,1.0,3.0
2100,2.0,2.0
