Year,Warm,Cold
2020,2.0,5.0
2021,0.0,5.0
2022,1.0,4.0
2023,3.0,6.0
2024,0.0,3.0
2025,0.0,4.0
2026,0.0,4.0
2027,1.0,2.0
2028,1.0,9.0
2029,3.0,3.0
2030,2.0,3.0
2031,2.0,6.0
2032,0.0,3.0
2033,4.0,1.0
2034,0.0,4.0
2035,4.0,4.0
2036,0.0,3.0
2037,0.0,2.0
2038,0.0,6.0
2039,4.0,4.0
2040,3.0,5.0
2041,1.0,3.0
2042,1.0,3.0
2043,1.0,2.0
2044,2.0,1.0
2045,0.0,6.0
2046,1.0,1.0
2047,1.0,2.0
2048,3.0,7.0
2049,1.0,2.0
2050,1.0,3.0
2051,3.0,7.0
2052,1.0,6.0
2053,1.0,6.0
2054,2.0,6.0
2055,2.0,9.0
2056,2.0,6.0
2057,1.0,5.0
2058,2.0,2.0
2059,3.0,4.0
2060,1.0,8.0
2061,3.0,7.0
2062,2.0,6.0
2063,4.0,5.0
2064,2.0,4.0
2065,1.0,6.0
2066,1.0,5.0
2067,1.0,2.0
2068,0.0,4.0
2069,1.0,6.0
2070,1.0,4.0
2071,1.0,7.0
2072,1.0,5.0
2073,1.0,6.0
2074,2.0,6.0
2075,5.0,9.0
2076,1.0,7.0
2077,1.0,7.0
2078,3.0,1.0
2079,1.0,11.0
2080,0.0,6.0
2081,1.0,2.0
2082,3.0,5.0
2083,3.0,3.0
2084,3.0,8.0
2085,4.0,3.0
2086,2.0,3.0
2087,0.0,5.0
2088,2.0,5.0
2089,5.0,3.0
2090,6.0,1.0
2091,1.0,4.0
2092,1.0,5.0
2093,0.0,1.0
2094,1.0,4.0
2095,3.0,4.0
2096,1.0,3.0
2097,2.0,4.0
2098,2.0,4.0
2099,1.0,4.0
2100,0.0,5.0
