Year,Warm,Cold
2020,1.0,4.0
2021,1.0,5.0
2022,4.0,1.0
2023,4.0,4.0
2024,2.0,3.0
2025,0.0,2.0
2026,0.0,4.0
2027,1.0,5.0
2028,2.0,2.0
2029,0.0,5.0
2030,3.0,3.0
2031,1.0,3.0
2032,2.0,4.0
2033,3.0,2.0
2034,4.0,4.0
2035,1.0,3.0
2036,1.0,5.0
2037,2.0,5.0
2038,1.0,2.0
2039,1.0,7.0
2040,0.0,3.0
2041,4.0,3.0
2042,2.0,4.0
2043,2.0,4.0
2044,1.0,4.0
2045,3.0,6.0
2046,3.0,10.0
2047,1.0,2.0
2048,2.0,4.0
2049,2.0,5.0
2050,3.0,3.0
2051,1.0,5.0
2052,2.0,3.0
2053,1.0,4.0
2054,2.0,2.0
2055,1.0,6.0
2056,1.0,3.0
2057,2.0,3.0
2058,1.0,3.0
2059,2.0,3.0
2060,3.0,3.0
2061,2.0,1.0
2062,1.0,5.0
2063,1.0,6.0
2064,1.0,5.0
2065,2.0,4.0
2066,1.0,1.0
2067,3.0,5.0
2068,1.0,2.0
2069,0.0,0.0
2070,3.0,6.0
2071,1.0,7.0
2072,1.0,4.0
2073,3.0,4.0
2074,1.0,1.0
2075,3.0,4.0
2076,5.0,4.0
2077,2.0,7.0
2078,2.0,4.0
2079,3.0,5.0
2080,0.0,4.0
2081,1.0,1.0
2082,2.0,3.0
2083,2.0,9.0
2084,1.0,3.0
2085,2.0,4.0
2086,2.0,1.0
2087,3.0,8.0
2088,0.0,6.0
2089,0.0,1.0
2090,3.0,6.0
2091,3.0,1.0
2092,1.0,2.0
2093,3.0,5.0
2094,1.0,2.0
2095,1.0,3.0
2096,1.0,4.0
2097,2.0,3.0
2098,2.0,5.0
2099,1.0,6.0
2100,1.0,4.0
