Year,Warm,Cold
2020,1.0,2.0
2021,1.0,5.0
2022,3.0,4.0
2023,2.0,6.0
2024,1.0,6.0
2025,1.0,3.0
2026,6.0,3.0
2027,2.0,6.0
2028,0.0,6.0
2029,3.0,7.0
2030,0.0,2.0
2031,3.0,7.0
2032,2.0,3.0
2033,2.0,0.0
2034,2.0,3.0
2035,2.0,4.0
2036,2.0,7.0
2037,2.0,5.0
2038,4.0,3.0
2039,2.0,3.0
2040,1.0,4.0
2041,1.0,7.0
2042,2.0,7.0
2043,2.0,1.0
2044,0.0,5.0
2045,3.0,9.0
2046,0.0,4.0
2047,0.0,2.0
2048,0.0,3.0
2049,1.0,3.0
2050,1.0,1.0
2051,1.0,3.0
2052,0.0,2.0
2053,2.0,2.0
2054,1.0,4.0
2055,4.0,1.0
2056,1.0,1.0
2057,1.0,3.0
2058,3.0,3.0
2059,3.0,8.0
2060,2.0,4.0
2061,2.0,1.0
2062,0.0,2.0
2063,2.0,4.0
2064,2.0,7.0
2065,2.0,4.0
2066,5.0,7.0
2067,1.0,9.0
2068,1.0,4.0
2069,2.0,6.0
2070,0.0,1.0
2071,0.0,5.0
2072,1.0,5.0
2073,0.0,3.0
2074,2.0,5.0
2075,2.0,5.0
2076,1.0,6.0
2077,1.0,4.0
2078,0.0,8.0
2079,1.0,7.0
2080,1.0,4.0
2081,1.0,8.0
2082,0.0,2.0
2083,1.0,3.0
2084,1.0,4.0
2085,1.0,4.0
2086,1.0,4.0
2087,2.0,4.0
2088,1.0,4.0
2089,1.0,0.0
2090,2.0,1.0
2091,1.0,4.0
2092,1.0,6.0
2093,1.0,2.0
2094,2.0,8.0
2095,1.0,3.0
2096,1.0,3.0
2097,0.0,4.0
2098,4.0,1.0
2099,2.0,4.0
2100,3.0,10.0
