Year,Warm,Cold
2020,1.0,0.0
2021,1.0,3.0
2022,2.0,2.0
2023,4.0,2.0
2024,1.0,4.0
2025,2.0,3.0
2026,1.0,1.0
2027,1.0,4.0
2028,1.0,4.0
2029,1.0,3.0
2030,2.0,6.0
2031,1.0,1.0
2032,1.0,6.0
2033,4.0,1.0
2034,2.0,4.0
2035,2.0,4.0
2036,2.0,1.0
2037,1.0,9.0
2038,2.0,4.0
2039,3.0,2.0
2040,2.0,6.0
2041,3.0,5.0
2042,4.0,2.0
2043,0.0,3.0
2044,2.0,2.0
2045,1.0,2.0
2046,1.0,7.0
2047,0.0,3.0
2048,2.0,3.0
2049,3.0,2.0
2050,0.0,7.0
2051,0.0,2.0
2052,3.0,4.0
2053,1.0,4.0
2054,1.0,5.0
2055,3.0,2.0
2056,3.0,2.0
2057,2.0,1.0
2058,2.0,2.0
2059,0.0,4.0
2060,3.0,4.0
2061,2.0,5.0
2062,0.0,4.0
2063,0.0,4.0
2064,1.0,9.0
2065,2.0,7.0
2066,0.0,2.0
2067,2.0,3.0
2068,0.0,8.0
2069,1.0,1.0
2070,4.0,6.0
2071,1.0,2.0
2072,3.0,6.0
2073,1.0,6.0
2074,5.0,4.0
2075,2.0,4.0
2076,1.0,3.0
2077,4.0,4.0
2078,3.0,3.0
2079,0.0,5.0
2080,1.0,4.0
2081,0.0,7.0
2082,0.0,5.0
2083,0.0,7.0
2084,1.0,6.0
2085,2.0,9.0
2086,3.0,7.0
2087,3.0,2.0
2088,2.0,5.0
2089,3.0,6.0
2090,1.0,6.0
2091,1.0,3.0
2092,0.0,5.0
2093,2.0,6.0
2094,1.0,4.0
2095,2.0,1.0
2096,0.0,5.0
2097,0.0,4.0
2098,1.0,8.0
2099,3.0,3.0
2100,1.0,4.0
