Year,Warm,Cold
2020,0.0,4.0
2021,0.0,2.0
2022,2.0,5.0
2023,2.0,2.0
2024,1.0,5.0
2025,1.0,8.0
2026,4.0,4.0
2027,3.0,3.0
2028,1.0,7.0
2029,1.0,1.0
2030,0.0,7.0
2031,1.0,4.0
2032,2.0,1.0
2033,3.0,6.0
2034,2.0,2.0
2035,4.0,2.0
2036,1.0,4.0
2037,0.0,4.0
2038,3.0,4.0
2039,0.0,4.0
2040,2.0,4.0
2041,0.0,4.0
2042,1.0,4.0
2043,0.0,4.0
2044,0.0,3.0
2045,2.0,4.0
2046,1.0,1.0
2047,2.0,5.0
2048,1.0,8.0
2049,1.0,3.0
2050,0.0,3.0
2051,2.0,3.0
2052,1.0,4.0
2053,1.0,4.0
2054,0.0,0.0
2055,3.0,5.0
2056,2.0,4.0
2057,1.0,3.0
2058,2.0,3.0
2059,2.0,5.0
2060,2.0,3.0
2061,0.0,6.0
2062,2.0,3.0
2063,1.0,3.0
2064,0.0,3.0
2065,0.0,3.0
2066,3.0,4.0
2067,1.0,10.0
2068,2.0,3.0
2069,0.0,5.0
2070,2.0,4.0
2071,1.0,3.0
2072,0.0,4.0
2073,1.0,4.0
2074,2.0,4.0
2075,4.0,0.0
2076,1.0,5.0
2077,3.0,5.0
2078,4.0,6.0
2079,2.0,4.0
2080,2.0,1.0
2081,1.0,8.0
2082,1.0,1.0
2083,0.0,2.0
2084,2.0,1.0
2085,0.0,2.0
2086,1.0,7.0
2087,3.0,2.0
2088,2.0,3.0
2089,2.0,1.0
2090,1.0,3.0
2091,2.0,5.0
2092,1.0,6.0
2093,2.0,4.0
2094,4.0,3.0
2095,1.0,3.0
2096,1.0,3.0
2097,0.0,5.0
2098,1.0,3.0
2099,0.0,5.0
2100,2.0,2.0
