Year,Warm,Cold
2020,0.0,1.0
2021,4.0,5.0
2022,2.0,3.0
2023,0.0,4.0
2024,0.0,3.0
2025,2.0,6.0
2026,0.0,4.0
2027,3.0,7.0
2028,1.0,3.0
2029,2.0,1.0
2030,0.0,1.0
2031,1.0,3.0
2032,1.0,2.0
2033,2.0,5.0
2034,2.0,3.0
2035,0.0,2.0
2036,3.0,8.0
2037,0.0,3.0
2038,0.0,3.0
2039,4.0,7.0
2040,0.0,0.0
2041,2.0,6.0
2042,0.0,7.0
2043,2.0,4.0
2044,1.0,2.0
2045,4.0,5.0
2046,1.0,4.0
2047,2.0,2.0
2048,0.0,4.0
2049,1.0,4.0
2050,0.0,3.0
2051,1.0,5.0
2052,1.0,1.0
2053,1.0,3.0
2054,1.0,5.0
2055,4.0,3.0
2056,2.0,7.0
2057,1.0,8.0
2058,0.0,7.0
2059,0.0,6.0
2060,0.0,2.0
2061,1.0,3.0
2062,1.0,3.0
2063,3.0,3.0
2064,2.0,3.0
2065,2.0,5.0
2066,2.0,3.0
2067,1.0,3.0
2068,2.0,4.0
2069,3.0,3.0
2070,4.0,3.0
2071,1.0,7.0
2072,2.0,3.0
2073,1.0,3.0
2074,1.0,3.0
2075,2.0,6.0
2076,2.0,6.0
2077,1.0,5.0
2078,0.0,4.0
2079,5.0,4.0
2080,0.0,4.0
2081,0.0,4.0
2082,4.0,4.0
2083,5.0,4.0
2084,3.0,4.0
2085,1.0,6.0
2086,4.0,5.0
2087,0.0,7.0
2088,0.0,2.0
2089,0.0,8.0
2090,6.0,5.0
2091,1.0,7.0
2092,1.0,9.0
2093,0.0,4.0
2094,1.0,5.0
2095,2.0,4.0
2096,1.0,7.0
2097,3.0,1.0
2098,1.0,9.0
2099,3.0,2.0
2100,0.0,4.0
