Year,Warm,Cold
2020,0.0,3.0
2021,1.0,5.0
2022,0.0,2.0
2023,0.0,8.0
2024,0.0,3.0
2025,0.0,4.0
2026,3.0,8.0
2027,2.0,2.0
2028,1.0,5.0
2029,1.0,5.0
2030,1.0,1.0
2031,2.0,3.0
2032,3.0,3.0
2033,1.0,1.0
2034,0.0,2.0
2035,1.0,6.0
2036,1.0,1.0
2037,5.0,3.0
2038,2.0,4.0
2039,0.0,5.0
2040,1.0,8.0
2041,1.0,2.0
2042,2.0,1.0
2043,1.0,5.0
2044,5.0,6.0
2045,1.0,4.0
2046,3.0,4.0
2047,1.0,4.0
2048,0.0,5.0
2049,2.0,6.0
2050,2.0,5.0
2051,5.0,3.0
2052,1.0,4.0
2053,1.0,3.0
2054,1.0,4.0
2055,1.0,4.0
2056,0.0,3.0
2057,1.0,2.0
2058,0.0,5.0
2059,3.0,7.0
2060,1.0,1.0
2061,0.0,4.0
2062,1.0,0.0
2063,1.0,2.0
2064,2.0,7.0
2065,0.0,3.0
2066,1.0,2.0
2067,0.0,5.0
2068,1.0,4.0
2069,3.0,0.0
2070,0.0,1.0
2071,3.0,7.0
2072,1.0,5.0
2073,4.0,8.0
2074,0.0,2.0
2075,0.0,2.0
2076,2.0,4.0
2077,0.0,4.0
2078,1.0,2.0
2079,2.0,3.0
2080,1.0,3.0
2081,0.0,5.0
2082,2.0,4.0
2083,0.0,7.0
2084,2.0,7.0
2085,1.0,4.0
2086,3.0,4.0
2087,1.0,4.0
2088,4.0,3.0
2089,1.0,3.0
2090,4.0,3.0
2091,0.0,5.0
2092,1.0,6.0
2093,1.0,2.0
2094,0.0,3.0
2095,2.0,5.0
2096,2.0,4.0
2097,2.0,5.0
2098,0.0,4.0
2099,0.0,6.0
2100,3.0,4.0
