Year,Warm,Cold
2020,1.0,4.0
2021,1.0,4.0
2022,0.0,6.0
2023,3.0,5.0
2024,1.0,4.0
2025,3.0,4.0
2026,1.0,4.0
2027,2.0,6.0
2028,1.0,2.0
2029,1.0,5.0
2030,1.0,3.0
2031,1.0,5.0
2032,3.0,5.0
2033,2.0,5.0
2034,2.0,2.0
2035,1.0,2.0
2036,3.0,2.0
2037,1.0,4.0
2038,2.0,5.0
2039,1.0,9.0
2040,2.0,6.0
2041,1.0,7.0
2042,2.0,11.0
2043,5.0,4.0
2044,0.0,1.0
2045,2.0,4.0
2046,3.0,3.0
2047,5.0,6.0
2048,2.0,6.0
2049,1.0,6.0
2050,1.0,6.0
2051,2.0,8.0
2052,2.0,3.0
2053,1.0,3.0
2054,2.0,2.0
2055,1.0,3.0
2056,0.0,3.0
2057,2.0,1.0
2058,2.0,5.0
2059,2.0,4.0
2060,1.0,2.0
2061,1.0,4.0
2062,2.0,4.0
2063,2.0,3.0
2064,2.0,4.0
2065,1.0,3.0
2066,1.0,5.0
2067,0.0,5.0
2068,2.0,3.0
2069,3.0,6.0
2070,1.0,3.0
2071,2.0,7.0
2072,3.0,4.0
2073,2.0,2.0
2074,2.0,1.0
2075,0.0,2.0
2076,1.0,5.0
2077,4.0,3.0
2078,2.0,5.0
2079,2.0,6.0
2080,0.0,3.0
2081,0.0,4.0
2082,0.0,7.0
2083,1.0,0.0
2084,2.0,8.0
2085,1.0,4.0
2086,3.0,6.0
2087,3.0,4.0
2088,0.0,4.0
2089,1.0,5.0
2090,0.0,5.0
2091,0.0,6.0
2092,1.0,8.0
2093,0.0,2.0
2094,3.0,6.0
2095,3.0,3.0
2096,6.0,6.0
2097,1.0,4.0
2098,0.0,7.0
2099,2.0,5.0
2100,3.0,3.0
