Year,Warm,Cold
2020,1.0,3.0
2021,1.0,1.0
2022,0.0,6.0
2023,1.0,2.0
2024,1.0,4.0
2025,1.0,1.0
2026,2.0,4.0
2027,4.0,2.0
2028,2.0,4.0
2029,0.0,4.0
2030,1.0,2.0
2031,1.0,6.0
2032,1.0,5.0
2033,0.0,6.0
2034,3.0,5.0
2035,1.0,2.0
2036,1.0,5.0
2037,3.0,3.0
2038,0.0,5.0
2039,4.0,2.0
2040,3.0,6.0
2041,2.0,7.0
2042,4.0,1.0
2043,1.0,3.0
2044,0.0,4.0
2045,0.0,4.0
2046,1.0,6.0
2047,0.0,6.0
2048,2.0,4.0
2049,2.0,2.0
2050,3.0,7.0
2051,2.0,5.0
2052,2.0,6.0
2053,0.0,3.0
2054,0.0,4.0
2055,3.0,4.0
2056,2.0,2.0
2057,4.0,8.0
2058,1.0,3.0
2059,2.0,4.0
2060,1.0,6.0
2061,3.0,3.0
2062,1.0,3.0
2063,1.0,5.0
2064,4.0,1.0
2065,1.0,4.0
2066,0.0,6.0
2067,3.0,3.0
2068,1.0,4.0
2069,2.0,4.0
2070,1.0,2.0
2071,3.0,7.0
2072,1.0,6.0
2073,1.0,9.0
2074,1.0,3.0
2075,0.0,1.0
2076,2.0,3.0
2077,1.0,6.0
2078,1.0,5.0
2079,0.0,3.0
2080,0.0,2.0
2081,2.0,4.0
2082,1.0,7.0
2083,1.0,6.0
2084,2.0,7.0
2085,0.0,2.0
2086,1.0,4.0
2087,1.0,5.0
2088,1.0,6.0
2089,3.0,5.0
2090,2.0,2.0
2091,2.0,2.0
2092,3.0,3.0
2093,1.0,5.0
2094,2.0,6.0
2095,0.0,2.0
2096,1.0,8.0
2097,3.0,6.0
2098,0.0,3.0
2099,1.0,4.0
2100,2.0,2.0
