Year,Warm,Cold
2020,3.0,4.0
2021,2.0,5.0
2022,2.0,4.0
2023,1.0,4.0
2024,0.0,1.0
2025,1.0,4.0
2026,0.0,2.0
2027,1.0,4.0
2028,1.0,3.0
2029,0.0,6.0
2030,2.0,8.0
2031,0.0,7.0
2032,1.0,7.0
2033,1.0,8.0
2034,3.0,5.0
2035,2.0,4.0
2036,0.0,8.0
2037,0.0,4.0
2038,0.0,4.0
2039,0.0,3.0
2040,3.0,3.0
2041,1.0,3.0
2042,2.0,8.0
2043,4.0,7.0
2044,2.0,2.0
2045,0.0,4.0
2046,2.0,5.0
2047,0.0,5.0
2048,0.0,5.0
2049,2.0,4.0
2050,0.0,3.0
2051,2.0,1.0
2052,0.0,5.0
2053,1.0,5.0
2054,2.0,3.0
2055,2.0,6.0
2056,1.0,2.0
2057,1.0,4.0
2058,3.0,8.0
2059,0.0,3.0
2060,3.0,5.0
2061,4.0,4.0
2062,0.0,2.0
2063,1.0,4.0
2064,1.0,4.0
2065,0.0,5.0
2066,3.0,4.0
2067,2.0,2.0
2068,4.0,4.0
2069,1.0,5.0
2070,3.0,4.0
2071,1.0,4.0
2072,2.0,7.0
2073,5.0,5.0
2074,1.0,2.0
2075,2.0,4.0
2076,3.0,8.0
2077,1.0,3.0
2078,0.0,4.0
2079,1.0,4.0
2080,1.0,2.0
2081,1.0,4.0
2082,1.0,3.0
2083,0.0,7.0
2084,1.0,3.0
2085,2.0,6.0
2086,0.0,3.0
2087,3.0,2.0
2088,2.0,4.0
2089,1.0,3.0
2090,4.0,5.0
2091,1.0,3.0
2092,0.0,4.0
2093,0.0,4.0
2094,1.0,3.0
2095,5.0,3.0
2096,2.0,2.0
2097,1.0,4.0
2098,2.0,5.0
2099,1.0,4.0
2100,1.0,2.0
