Year,Warm,Cold
2020,0.0,1.0
2021,0.0,5.0
2022,1.0,4.0
2023,1.0,6.0
2024,2.0,3.0
2025,3.0,3.0
2026,0.0,4.0
2027,1.0,4.0
2028,1.0,7.0
2029,1.0,3.0
2030,1.0,3.0
2031,3.0,3.0
2032,3.0,2.0
2033,1.0,2.0
2034,1.0,6.0
2035,1.0,5.0
2036,1.0,3.0
2037,2.0,2.0
2038,1.0,4.0
2039,1.0,5.0
2040,0.0,8.0
2041,0.0,3.0
2042,2.0,6.0
2043,0.0,5.0
2044,1.0,3.0
2045,2.0,5.0
2046,3.0,0.0
2047,2.0,8.0
2048,2.0,1.0
2049,1.0,2.0
2050,3.0,2.0
2051,0.0,4.0
2052,2.0,7.0
2053,3.0,3.0
2054,1.0,4.0
2055,2.0,8.0
2056,0.0,2.0
2057,1.0,2.0
2058,0.0,7.0
2059,1.0,2.0
2060,1.0,2.0
2061,2.0,4.0
2062,1.0,4.0
2063,3.0,3.0
2064,0.0,3.0
2065,3.0,5.0
2066,4.0,4.0
2067,3.0,7.0
2068,1.0,5.0
2069,1.0,4.0
2070,0.0,6.0
2071,2.0,1.0
2072,1.0,7.0
2073,1.0,9.0
2074,2.0,4.0
2075,3.0,7.0
2076,0.0,1.0
2077,3.0,5.0
2078,2.0,3.0
2079,4.0,4.0
2080,1.0,5.0
2081,2.0,8.0
2082,2.0,4.0
2083,1.0,5.0
2084,0.0,8.0
2085,0.0,4.0
2086,2.0,3.0
2087,4.0,3.0
2088,1.0,4.0
2089,2.0,7.0
2090,0.0,1.0
2091,0.0,6.0
2092,3.0,4.0
2093,2.0,2.0
2094,1.0,1.0
2095,2.0,2.0
2096,4.0,2.0
2097,2.0,3.0
2098,1.0,6.0
2099,3.0,2.0
2100,2.0,3.0
