Year,Warm,Cold
2020,1.0,3.0
2021,1.0,4.0
2022,3.0,5.0
2023,2.0,7.0
2024,2.0,4.0
2025,0.0,4.0
2026,4.0,5.0
2027,0.0,3.0
2028,2.0,4.0
2029,1.0,3.0
2030,3.0,6.0
2031,3.0,3.0
2032,0.0,3.0
2033,0.0,5.0
2034,2.0,3.0
2035,2.0,3.0
2036,1.0,3.0
2037,3.0,2.0
2038,1.0,4.0
2039,1.0,2.0
2040,2.0,7.0
2041,1.0,5.0
2042,2.0,1.0
2043,0.0,3.0
2044,1.0,6.0
2045,1.0,7.0
2046,1.0,3.0
2047,1.0,5.0
2048,1.0,5.0
2049,5.0,6.0
2050,0.0,7.0
2051,3.0,3.0
2052,3.0,8.0
2053,1.0,6.0
2054,0.0,1.0
2055,2.0,2.0
2056,1.0,1.0
2057,0.0,4.0
2058,0.0,1.0
2059,3.0,2.0
2060,1.0,5.0
2061,3.0,4.0
2062,0.0,3.0
2063,3.0,3.0
2064,1.0,5.0
2065,1.0,2.0
2066,0.0,3.0
2067,1.0,2.0
2068,3.0,5.0
2069,1.0,5.0
2070,0.0,3.0
2071,1.0,5.0
2072,0.0,5.0
2073,0.0,7.0
2074,1.0,3.0
2075,1.0,2.0
2076,0.0,4.0
2077,0.0,2.0
2078,1.0,6.0
2079,2.0,3.0
2080,1.0,1.0
2081,3.0,6.0
2082,0.0,1.0
2083,0.0,3.0
2084,2.0,1.0
2085,1.0,7.0
2086,1.0,2.0
2087,0.0,4.0
2088,1.0,1.0
2089,2.0,4.0
2090,1.0,5.0
2091,1.0,2.0
2092,1.0,4.0
2093,2.0,7.0
2094,1.0,5.0
2095,1.0,6.0
2096,1.0,7.0
2097,1.0,3.0
2098,0.0,3.0
2099,5.0,3.0
2100,0.0,3.0
