Year,Warm,Cold
2020,2.0,3.0
2021,0.0,3.0
2022,3.0,11.0
2023,1.0,2.0
2024,0.0,4.0
2025,2.0,7.0
2026,1.0,5.0
2027,2.0,3.0
2028,0.0,5.0
2029,2.0,3.0
2030,0.0,6.0
2031,2.0,8.0
2032,2.0,3.0
2033,4.0,4.0
2034,0.0,6.0
2035,2.0,6.0
2036,1.0,6.0
2037,2.0,1.0
2038,2.0,7.0
2039,2.0,4.0
2040,2.0,3.0
2041,3.0,6.0
2042,2.0,6.0
2043,3.0,3.0
2044,1.0,7.0
2045,4.0,9.0
2046,1.0,6.0
2047,0.0,4.0
2048,3.0,8.0
2049,4.0,5.0
2050,3.0,2.0
2051,1.0,3.0
2052,3.0,5.0
2053,2.0,3.0
2054,2.0,3.0
2055,1.0,5.0
2056,2.0,2.0
2057,0.0,3.0
2058,3.0,5.0
2059,2.0,4.0
2060,2.0,5.0
2061,6.0,3.0
2062,0.0,4.0
2063,1.0,8.0
2064,1.0,9.0
2065,1.0,5.0
2066,1.0,2.0
2067,0.0,3.0
2068,2.0,8.0
2069,2.0,4.0
2070,1.0,5.0
2071,4.0,6.0
2072,3.0,3.0
2073,1.0,8.0
2074,2.0,3.0
2075,1.0,7.0
2076,0.0,5.0
2077,2.0,3.0
2078,2.0,2.0
2079,0.0,3.0
2080,3.0,2.0
2081,1.0,3.0
2082,1.0,3.0
2083,1.0,1.0
2084,4.0,1.0
2085,0.0,3.0
2086,3.0,3.0
2087,0.0,4.0
2088,2.0,1.0
2089,1.0,3.0
2090,2.0,4.0
2091,2.0,5.0
2092,2.0,1.0
2093,2.0,7.0
2094,3.0,1.0
2095,1.0,5.0
2096,0.0,2.0
2097,0.0,4.0
2098,1.0,3.0
2099,2.0,2.0
2100,1.0,5.0
