Year,Warm,Cold
2020,1.0,4.0
2021,1.0,7.0
2022,2.0,1.0
2023,3.0,4.0
2024,1.0,2.0
2025,0.0,3.0
2026,3.0,4.0
2027,2.0,2.0
2028,3.0,5.0
2029,1.0,3.0
2030,0.0,3.0
2031,2.0,4.0
2032,1.0,4.0
2033,0.0,2.0
2034,1.0,2.0
2035,3.0,5.0
2036,1.0,4.0
2037,1.0,7.0
2038,0.0,3.0
2039,1.0,3.0
2040,0.0,4.0
2041,1.0,5.0
2042,2.0,4.0
2043,1.0,3.0
2044,2.0,3.0
2045,1.0,4.0
2046,0.0,2.0
2047,2.0,4.0
2048,1.0,4.0
2049,1.0,5.0
2050,0.0,6.0
2051,2.0,5.0
2052,3.0,3.0
2053,0.0,4.0
2054,1.0,4.0
2055,1.0,7.0
2056,0.0,5.0
2057,3.0,0.0
2058,4.0,3.0
2059,0.0,6.0
2060,5.0,2.0
2061,0.0,7.0
2062,2.0,2.0
2063,3.0,5.0
2064,1.0,5.0
2065,2.0,1.0
2066,1.0,2.0
2067,3.0,4.0
2068,2.0,3.0
2069,2.0,5.0
2070,1.0,5.0
2071,3.0,5.0
2072,3.0,4.0
2073,1.0,5.0
2074,3.0,8.0
2075,2.0,7.0
2076,2.0,2.0
2077,1.0,2.0
2078,1.0,6.0
2079,5.0,3.0
2080,1.0,5.0
2081,2.0,4.0
2082,2.0,2.0
2083,5.0,7.0
2084,4.0,8.0
2085,0.0,7.0
2086,1.0,2.0
2087,1.0,6.0
2088,0.0,2.0
2089,0.0,3.0
2090,2.0,3.0
2091,3.0,4.0
2092,0.0,3.0
2093,1.0,3.0
2094,3.0,4.0
2095,2.0,4.0
2096,3.0,1.0
2097,0.0,4.0
2098,3.0,1.0
2099,1.0,5.0
2100,0.0,9.0
